@RELATION myRel

@ATTRIBUTE A1 {0, 1}
@ATTRIBUTE A2 NUMERIC
@ATTRIBUTE A3 NUMERIC
@ATTRIBUTE A4 {1, 2, 3}
@ATTRIBUTE A5 NUMERIC
@ATTRIBUTE A6 NUMERIC
@ATTRIBUTE A7 NUMERIC
@ATTRIBUTE A8 {0, 1}
@ATTRIBUTE A9 {0, 1}
@ATTRIBUTE A10 NUMERIC
@ATTRIBUTE A11 {0, 1}
@ATTRIBUTE A12 {1, 2, 3}
@ATTRIBUTE A13 NUMERIC
@ATTRIBUTE A14 NUMERIC
@ATTRIBUTE Class {0, 1}

@DATA
1,4875.0,26335.0,1,1.0,1.0,0.0,1,0,0.0,1,2,0.0,1.0,0
0,4033.0,8125.0,1,4.0,4.0,165.0,0,1,2.0,0,2,184.0,19.0,0
0,2658.0,254.0,1,1.0,1.0,0.0,0,0,0.0,1,2,180.0,61.0,0
1,625.0,1275.0,1,8.0,8.0,5.0,1,0,0.0,0,2,112.0,1.0,0
0,5575.0,708.0,2,4.0,8.0,675.0,1,1,3.0,1,2,100.0,51.0,0
1,3942.0,171.0,1,7.0,4.0,165.0,0,0,0.0,0,1,400.0,1.0,0
1,2067.0,125.0,1,8.0,8.0,1375.0,1,1,3.0,1,2,140.0,211.0,0
0,4083.0,35.0,2,3.0,5.0,5.0,0,0,0.0,0,1,1160.0,1.0,0
1,4092.0,225.0,1,14.0,8.0,10.0,1,0,0.0,1,2,176.0,1.0,0
1,19.0,0.0,1,1.0,1.0,0.0,0,1,4.0,0,2,45.0,2.0,0
0,2042.0,105.0,1,14.0,8.0,0.0,0,0,0.0,1,2,154.0,33.0,0
1,4425.0,5.0,2,7.0,4.0,1075.0,1,0,0.0,0,1,400.0,1.0,0
1,3058.0,271.0,1,7.0,4.0,125.0,0,0,0.0,1,1,80.0,1.0,0
0,2717.0,125.0,2,1.0,1.0,0.0,0,1,1.0,0,2,92.0,301.0,0
1,4283.0,125.0,2,7.0,4.0,13875.0,0,1,1.0,1,2,352.0,113.0,0
1,2067.0,529.0,2,11.0,4.0,375.0,1,1,1.0,0,2,160.0,1.0,0
0,5708.0,335.0,2,3.0,5.0,1.0,1,0,0.0,1,2,252.0,2198.0,0
1,2392.0,585.0,1,13.0,8.0,125.0,0,0,0.0,0,2,240.0,2.0,0
0,1733.0,95.0,2,6.0,4.0,175.0,0,1,10.0,1,2,0.0,11.0,0
1,3958.0,5.0,2,1.0,1.0,0.0,0,1,2.0,0,2,17.0,2.0,0
0,16.0,165.0,2,6.0,4.0,1.0,0,1,2.0,1,2,320.0,2.0,0
1,4092.0,835.0,2,1.0,1.0,0.0,1,0,0.0,0,2,130.0,2.0,0
0,5217.0,0.0,1,1.0,1.0,0.0,0,0,0.0,0,2,0.0,1.0,0
1,2942.0,125.0,2,8.0,8.0,25.0,0,1,2.0,1,2,400.0,109.0,0
0,165.0,125.0,2,11.0,4.0,25.0,0,1,1.0,0,2,108.0,99.0,0
1,225.0,115.0,1,7.0,4.0,15.0,0,0,0.0,1,2,0.0,4001.0,0
1,2217.0,585.0,1,1.0,1.0,0.0,0,0,0.0,0,2,100.0,1.0,0
0,2758.0,3.0,2,7.0,4.0,279.0,0,1,1.0,1,2,280.0,11.0,0
1,295.0,58.0,2,9.0,4.0,29.0,0,1,1.0,0,2,340.0,2804.0,0
0,1817.0,10.0,1,11.0,8.0,165.0,0,0,0.0,0,2,340.0,1.0,0
1,2775.0,129.0,2,4.0,8.0,25.0,0,0,0.0,1,1,140.0,1.0,0
0,3175.0,3.0,1,5.0,3.0,0.0,0,0,0.0,0,2,160.0,21.0,0
1,3425.0,175.0,2,9.0,5.0,25.0,1,0,0.0,1,2,163.0,1.0,0
0,3325.0,3.0,1,6.0,4.0,2.0,0,0,0.0,0,2,180.0,1.0,0
0,5192.0,65.0,2,3.0,5.0,3085.0,0,0,0.0,1,2,73.0,1.0,0
1,2442.0,2.0,2,10.0,2.0,165.0,0,1,2.0,0,2,320.0,1301.0,0
1,3208.0,4.0,1,13.0,4.0,15.0,0,0,0.0,1,2,120.0,1.0,0
0,4817.0,1335.0,2,3.0,7.0,335.0,0,0,0.0,0,2,0.0,121.0,0
1,34.0,55.0,1,8.0,4.0,15.0,0,0,0.0,1,2,60.0,1.0,0
1,3825.0,10125.0,1,4.0,4.0,125.0,0,0,0.0,0,2,160.0,1.0,0
1,34.0,45.0,2,6.0,4.0,1.0,1,0,0.0,1,2,240.0,1.0,0
1,16.0,3125.0,2,9.0,4.0,85.0,0,1,1.0,0,2,0.0,7.0,0
1,3633.0,379.0,2,9.0,4.0,1165.0,1,0,0.0,1,2,200.0,1.0,0
1,2117.0,25.0,1,8.0,8.0,25.0,0,0,0.0,0,2,280.0,205.0,0
