@RELATION myRel

@ATTRIBUTE A1 {0, 1}
@ATTRIBUTE A2 NUMERIC
@ATTRIBUTE A3 NUMERIC
@ATTRIBUTE A4 {1, 2, 3}
@ATTRIBUTE A5 NUMERIC
@ATTRIBUTE A6 NUMERIC
@ATTRIBUTE A7 NUMERIC
@ATTRIBUTE A8 {0, 1}
@ATTRIBUTE A9 {0, 1}
@ATTRIBUTE A10 NUMERIC
@ATTRIBUTE A11 {0, 1}
@ATTRIBUTE A12 {1, 2, 3}
@ATTRIBUTE A13 NUMERIC
@ATTRIBUTE A14 NUMERIC
@ATTRIBUTE Class {0, 1}

@DATA
0,225.0,11.0,1,11.0,4.0,3.0,1,0,0.0,1,2,268.0,1.0,0
0,1958.0,665.0,1,8.0,4.0,1.0,0,1,1.0,0,2,2000.0,3.0,0
0,45.0,4585.0,2,4.0,8.0,1.0,0,0,0.0,1,1,240.0,1.0,0
1,1867.0,5.0,2,11.0,4.0,375.0,1,1,2.0,0,2,0.0,39.0,0
0,3058.0,10665.0,2,11.0,8.0,85.0,0,1,12.0,1,2,129.0,4.0,0
1,3483.0,25.0,1,9.0,4.0,3.0,0,0,0.0,0,1,200.0,1.0,0
1,3775.0,7.0,2,11.0,8.0,115.0,1,1,7.0,1,2,300.0,6.0,0
0,2267.0,335.0,2,11.0,4.0,75.0,0,0,0.0,0,1,160.0,1.0,0
1,1942.0,15.0,1,13.0,4.0,2.0,1,0,0.0,1,2,100.0,21.0,0
0,1608.0,335.0,2,1.0,1.0,0.0,0,1,1.0,0,2,160.0,127.0,0
0,2533.0,2085.0,2,8.0,8.0,275.0,1,0,0.0,1,2,360.0,2.0,0
1,2875.0,1165.0,2,4.0,4.0,5.0,1,0,0.0,0,1,280.0,1.0,0
1,3917.0,25.0,1,3.0,8.0,10.0,0,0,0.0,1,1,200.0,1.0,0
0,5758.0,2.0,2,1.0,1.0,65.0,0,1,1.0,0,2,0.0,11.0,0
1,3067.0,25.0,2,13.0,8.0,225.0,0,0,0.0,1,1,340.0,1.0,0
1,2167.0,1165.0,1,4.0,4.0,25.0,1,1,1.0,0,2,180.0,21.0,0
0,3157.0,15.0,2,1.0,1.0,0.0,0,1,2.0,1,2,200.0,106.0,0
1,2375.0,415.0,1,8.0,4.0,4.0,0,1,2.0,0,2,128.0,7.0,0
0,2725.0,29.0,2,7.0,8.0,125.0,0,1,1.0,1,2,272.0,109.0,0
1,3125.0,2835.0,2,1.0,1.0,0.0,0,1,5.0,0,2,176.0,147.0,0
0,1583.0,7625.0,2,11.0,4.0,125.0,0,1,1.0,1,2,0.0,161.0,0
1,2567.0,221.0,1,6.0,4.0,4.0,1,0,0.0,0,2,188.0,1.0,0
0,295.0,2.0,1,10.0,8.0,2.0,0,0,0.0,0,2,256.0,18.0,0
