@RELATION myRel

@ATTRIBUTE A1 {0, 1}
@ATTRIBUTE A2 NUMERIC
@ATTRIBUTE A3 NUMERIC
@ATTRIBUTE A4 {1, 2, 3}
@ATTRIBUTE A5 NUMERIC
@ATTRIBUTE A6 NUMERIC
@ATTRIBUTE A7 NUMERIC
@ATTRIBUTE A8 {0, 1}
@ATTRIBUTE A9 {0, 1}
@ATTRIBUTE A10 NUMERIC
@ATTRIBUTE A11 {0, 1}
@ATTRIBUTE A12 {1, 2, 3}
@ATTRIBUTE A13 NUMERIC
@ATTRIBUTE A14 NUMERIC
@ATTRIBUTE Class {0, 1}

@DATA
1,23.0,75.0,2,7.0,4.0,5.0,1,0,0.0,1,1,320.0,1.0,0
1,3158.0,75.0,1,6.0,4.0,35.0,0,0,0.0,1,2,320.0,1.0,0
1,2442.0,2.0,2,10.0,2.0,165.0,0,1,2.0,0,2,320.0,1301.0,0
1,2458.0,125.0,2,8.0,4.0,25.0,0,0,0.0,0,2,110.0,1.0,0
1,4117.0,1335.0,2,2.0,4.0,165.0,0,0,0.0,0,2,168.0,1.0,0
0,2075.0,954.0,2,3.0,4.0,4.0,0,0,0.0,0,2,200.0,1001.0,0
0,525.0,7.0,2,6.0,8.0,3.0,0,0,0.0,0,2,0.0,1.0,0
0,5758.0,2.0,2,1.0,1.0,65.0,0,1,1.0,0,2,0.0,11.0,0
1,2567.0,29.0,1,8.0,4.0,15.0,0,0,0.0,1,2,160.0,1.0,0
1,4275.0,3.0,2,3.0,5.0,1.0,1,0,0.0,0,2,0.0,201.0,0
1,2983.0,35.0,2,8.0,4.0,165.0,0,0,0.0,0,2,216.0,1.0,0
1,31.0,2085.0,2,8.0,4.0,85.0,0,0,0.0,0,2,300.0,1.0,0
0,3833.0,4415.0,2,8.0,4.0,125.0,0,0,0.0,0,2,160.0,1.0,0
1,25.0,12.0,2,4.0,4.0,225.0,1,1,2.0,1,2,120.0,6.0,0
1,4092.0,5.0,1,7.0,4.0,5.0,0,0,0.0,1,2,130.0,1.0,0
1,2458.0,125.0,2,9.0,4.0,875.0,1,0,0.0,1,2,260.0,1.0,0
0,2858.0,354.0,2,3.0,5.0,5.0,1,0,0.0,1,2,171.0,1.0,0
1,4058.0,15.0,2,3.0,5.0,0.0,0,0,0.0,0,1,300.0,1.0,0
1,1942.0,725.0,2,7.0,4.0,4.0,0,1,1.0,0,2,100.0,2.0,0
1,3892.0,175.0,2,4.0,4.0,5.0,0,0,0.0,1,2,300.0,3.0,0
1,1742.0,65.0,2,3.0,4.0,125.0,0,0,0.0,0,2,60.0,101.0,0
1,2775.0,129.0,2,4.0,8.0,25.0,0,0,0.0,1,1,140.0,1.0,0
1,3183.0,4.0,1,7.0,4.0,4.0,0,0,0.0,0,2,0.0,1.0,0
1,1758.0,10.0,2,9.0,8.0,165.0,0,1,1.0,0,2,120.0,2.0,0
1,2275.0,115.0,2,3.0,4.0,415.0,0,0,0.0,0,2,0.0,1.0,0
1,2358.0,179.0,2,8.0,4.0,54.0,0,0,0.0,1,2,136.0,2.0,0
1,5483.0,155.0,2,10.0,9.0,0.0,1,1,20.0,0,2,152.0,131.0,0
1,2183.0,154.0,2,4.0,4.0,85.0,0,0,0.0,1,2,356.0,1.0,0
1,19.0,0.0,1,1.0,1.0,0.0,0,1,4.0,0,2,45.0,2.0,0
0,1575.0,375.0,2,8.0,4.0,1.0,0,0,0.0,0,2,120.0,19.0,0
1,1883.0,0.0,2,11.0,4.0,665.0,0,0,0.0,0,2,160.0,2.0,0
1,2742.0,125.0,2,6.0,5.0,25.0,0,0,0.0,1,2,720.0,1.0,0
0,3325.0,25.0,1,8.0,4.0,25.0,0,0,0.0,1,2,0.0,3.0,0
1,3008.0,104.0,1,3.0,5.0,5.0,1,1,10.0,1,2,132.0,29.0,0
1,5233.0,1375.0,1,8.0,8.0,946.0,1,0,0.0,1,2,200.0,101.0,0
1,3233.0,35.0,2,4.0,4.0,5.0,0,0,0.0,1,2,232.0,1.0,0
0,5192.0,65.0,2,3.0,5.0,3085.0,0,0,0.0,1,2,73.0,1.0,0
1,3425.0,175.0,2,9.0,5.0,25.0,1,0,0.0,1,2,163.0,1.0,0
1,3367.0,125.0,2,9.0,4.0,1165.0,0,0,0.0,0,2,120.0,1.0,0
1,2617.0,125.0,1,4.0,8.0,125.0,0,0,0.0,1,2,0.0,18.0,0
