@RELATION myRel

@ATTRIBUTE A1 {0, 1}
@ATTRIBUTE A2 NUMERIC
@ATTRIBUTE A3 NUMERIC
@ATTRIBUTE A4 {1, 2, 3}
@ATTRIBUTE A5 NUMERIC
@ATTRIBUTE A6 NUMERIC
@ATTRIBUTE A7 NUMERIC
@ATTRIBUTE A8 {0, 1}
@ATTRIBUTE A9 {0, 1}
@ATTRIBUTE A10 NUMERIC
@ATTRIBUTE A11 {0, 1}
@ATTRIBUTE A12 {1, 2, 3}
@ATTRIBUTE A13 NUMERIC
@ATTRIBUTE A14 NUMERIC
@ATTRIBUTE Class {0, 1}

@DATA
1,3157.0,375.0,2,2.0,4.0,875.0,1,0,0.0,1,1,928.0,1.0,0
1,2258.0,15.0,1,6.0,4.0,54.0,0,0,0.0,1,2,120.0,68.0,0
1,3842.0,705.0,2,8.0,4.0,375.0,0,1,2.0,0,2,225.0,501.0,0
1,2208.0,2335.0,2,4.0,4.0,75.0,0,0,0.0,0,2,180.0,1.0,0
1,4808.0,375.0,2,3.0,5.0,1.0,0,0,0.0,0,2,100.0,3.0,0
0,1633.0,21.0,2,6.0,4.0,125.0,0,0,0.0,0,2,200.0,2.0,0
0,2192.0,11665.0,2,4.0,8.0,85.0,0,0,0.0,0,2,320.0,6.0,0
0,3658.0,29.0,2,1.0,1.0,0.0,0,1,10.0,0,2,200.0,19.0,0
1,3617.0,42.0,1,9.0,4.0,29.0,0,0,0.0,1,2,309.0,3.0,0
1,4317.0,225.0,2,3.0,5.0,75.0,1,0,0.0,0,2,560.0,1.0,0
1,2892.0,375.0,2,8.0,4.0,29.0,0,0,0.0,0,2,220.0,141.0,0
1,375.0,835.0,2,10.0,4.0,4.0,0,0,0.0,0,2,120.0,6.0,0
0,2083.0,85.0,2,8.0,4.0,165.0,0,0,0.0,0,2,0.0,352.0,0
1,2942.0,125.0,2,8.0,8.0,25.0,0,1,2.0,1,2,400.0,109.0,0
1,245.0,13335.0,1,6.0,4.0,4.0,0,0,0.0,1,2,120.0,476.0,0
1,3633.0,379.0,2,9.0,4.0,1165.0,1,0,0.0,1,2,200.0,1.0,0
0,49.0,15.0,2,5.0,3.0,0.0,1,0,0.0,1,2,100.0,28.0,0
0,3908.0,4.0,2,8.0,4.0,3.0,0,0,0.0,0,2,480.0,1.0,0
1,1708.0,25.0,2,11.0,4.0,335.0,0,1,4.0,0,2,160.0,9.0,0
1,3558.0,75.0,2,4.0,4.0,15.0,0,0,0.0,1,2,231.0,1.0,0
1,2217.0,225.0,2,3.0,4.0,125.0,0,0,0.0,0,2,160.0,11.0,0
1,3033.0,5.0,2,2.0,8.0,85.0,0,0,0.0,1,1,252.0,1.0,0
1,2967.0,75.0,1,8.0,4.0,4.0,0,0,0.0,0,2,240.0,1.0,0
1,1958.0,585.0,2,1.0,1.0,0.0,0,1,3.0,0,2,350.0,770.0,0
1,2625.0,154.0,2,9.0,4.0,125.0,0,0,0.0,0,2,100.0,1.0,0
1,1725.0,3.0,2,4.0,4.0,4.0,0,0,0.0,1,2,160.0,41.0,0
1,2342.0,585.0,2,8.0,8.0,85.0,1,0,0.0,0,2,180.0,1.0,0
1,2675.0,2.0,2,2.0,4.0,75.0,0,0,0.0,1,2,80.0,1.0,0
1,7483.0,19.0,1,1.0,1.0,4.0,0,1,2.0,0,2,0.0,352.0,0
0,1958.0,665.0,2,9.0,4.0,1665.0,0,0,0.0,0,2,220.0,6.0,0
1,2042.0,1085.0,2,11.0,4.0,15.0,0,0,0.0,0,2,108.0,8.0,0
1,2208.0,1146.0,2,4.0,4.0,1585.0,0,0,0.0,1,2,100.0,1213.0,0
0,4225.0,175.0,1,8.0,4.0,0.0,0,0,0.0,1,2,150.0,2.0,0
