@RELATION myRel

@ATTRIBUTE A1 {0, 1}
@ATTRIBUTE A2 NUMERIC
@ATTRIBUTE A3 NUMERIC
@ATTRIBUTE A4 {1, 2, 3}
@ATTRIBUTE A5 NUMERIC
@ATTRIBUTE A6 NUMERIC
@ATTRIBUTE A7 NUMERIC
@ATTRIBUTE A8 {0, 1}
@ATTRIBUTE A9 {0, 1}
@ATTRIBUTE A10 NUMERIC
@ATTRIBUTE A11 {0, 1}
@ATTRIBUTE A12 {1, 2, 3}
@ATTRIBUTE A13 NUMERIC
@ATTRIBUTE A14 NUMERIC
@ATTRIBUTE Class {0, 1}

@DATA
1,3233.0,75.0,2,10.0,5.0,1585.0,1,0,0.0,1,1,420.0,1.0,0
1,3157.0,4.0,1,2.0,4.0,425.0,0,0,0.0,1,2,460.0,1.0,0
1,2325.0,12625.0,2,8.0,4.0,125.0,0,1,2.0,0,2,0.0,5553.0,0
1,2225.0,9.0,2,6.0,4.0,85.0,0,0,0.0,0,2,0.0,1.0,0
1,3992.0,5.0,2,3.0,5.0,21.0,0,0,0.0,0,2,550.0,1.0,0
0,32.0,6.0,2,2.0,4.0,125.0,0,0,0.0,0,2,272.0,1.0,0
0,3733.0,25.0,2,3.0,8.0,21.0,0,0,0.0,0,2,260.0,247.0,0
0,2717.0,125.0,2,1.0,1.0,0.0,0,1,1.0,0,2,92.0,301.0,0
1,34.0,55.0,1,8.0,4.0,15.0,0,0,0.0,1,2,60.0,1.0,0
1,3142.0,155.0,2,8.0,4.0,5.0,1,0,0.0,0,2,120.0,1.0,0
1,3367.0,2165.0,2,8.0,4.0,15.0,0,0,0.0,0,3,120.0,1.0,0
1,165.0,125.0,2,8.0,4.0,165.0,0,0,0.0,0,2,132.0,1.0,0
0,2275.0,6165.0,2,6.0,4.0,165.0,0,0,0.0,0,2,220.0,1001.0,0
1,3775.0,7.0,2,11.0,8.0,115.0,1,1,7.0,1,2,300.0,6.0,0
1,1883.0,354.0,1,1.0,1.0,0.0,0,0,0.0,1,2,180.0,2.0,0
1,2725.0,625.0,2,6.0,4.0,455.0,1,0,0.0,1,2,200.0,1.0,0
