@RELATION myRel

@ATTRIBUTE StatusAccount {A11, A12, A14, A13}
@ATTRIBUTE DurationMonth NUMERIC
@ATTRIBUTE CreditHistory {A34, A32, A33, A30, A31}
@ATTRIBUTE Purpose {A43, A46, A42, A40, A41, A49, A44, A45, A410, A48}
@ATTRIBUTE CreditAmount NUMERIC
@ATTRIBUTE SavingsAccount {A65, A61, A63, A64, A62}
@ATTRIBUTE EmploymentSince {A75, A73, A74, A71, A72}
@ATTRIBUTE InstallmentRate NUMERIC
@ATTRIBUTE StatusAndSex {A93, A92, A91, A94}
@ATTRIBUTE Guarantors {A101, A103, A102}
@ATTRIBUTE ResidenceSince NUMERIC
@ATTRIBUTE Property {A121, A122, A124, A123}
@ATTRIBUTE Age NUMERIC
@ATTRIBUTE InstallmentPlans {A143, A141, A142}
@ATTRIBUTE Housing {A152, A153, A151}
@ATTRIBUTE NCredits NUMERIC
@ATTRIBUTE Job {A173, A172, A174, A171}
@ATTRIBUTE NPeopleMain NUMERIC
@ATTRIBUTE Telephone {A192, A191}
@ATTRIBUTE ForeignWorker {A201, A202}
@ATTRIBUTE Customer {1, 2}

@DATA
A14,18.0,A34,A43,1149.0,A64,A73,4.0,A93,A101,3.0,A121,46.0,A143,A152,2.0,A173,1.0,A191,A201,1
A11,42.0,A34,A45,3394.0,A61,A71,4.0,A93,A102,4.0,A123,65.0,A143,A152,2.0,A171,1.0,A191,A201,1
A14,15.0,A32,A43,1213.0,A63,A75,4.0,A93,A101,3.0,A122,47.0,A142,A152,1.0,A173,1.0,A192,A201,1
A14,6.0,A34,A42,1221.0,A65,A73,1.0,A94,A101,2.0,A122,27.0,A143,A152,2.0,A173,1.0,A191,A201,1
A12,30.0,A34,A40,2181.0,A65,A75,4.0,A93,A101,4.0,A121,36.0,A143,A152,2.0,A173,1.0,A191,A201,1
A12,36.0,A34,A41,5800.0,A61,A73,3.0,A93,A101,4.0,A123,34.0,A143,A152,2.0,A173,1.0,A192,A201,1
A12,18.0,A33,A45,6204.0,A61,A73,2.0,A93,A101,4.0,A121,44.0,A143,A152,1.0,A172,2.0,A192,A201,1
A14,9.0,A32,A43,2697.0,A61,A73,1.0,A93,A101,2.0,A121,32.0,A143,A152,1.0,A173,2.0,A191,A201,1
A11,36.0,A32,A41,5493.0,A61,A75,2.0,A93,A101,4.0,A124,42.0,A143,A153,1.0,A173,2.0,A191,A201,1
A12,24.0,A32,A43,3758.0,A63,A71,1.0,A92,A101,4.0,A124,23.0,A143,A151,1.0,A171,1.0,A191,A201,1
A14,18.0,A32,A41,3378.0,A65,A73,2.0,A93,A101,1.0,A122,31.0,A143,A152,1.0,A173,1.0,A192,A201,1
A14,4.0,A34,A43,1544.0,A61,A74,2.0,A93,A101,1.0,A121,42.0,A143,A152,3.0,A172,2.0,A191,A201,1
A12,12.0,A32,A40,6078.0,A61,A74,2.0,A93,A101,2.0,A123,32.0,A143,A152,1.0,A173,1.0,A191,A201,1
A11,24.0,A34,A41,6419.0,A61,A75,2.0,A92,A101,4.0,A124,44.0,A143,A153,2.0,A174,2.0,A192,A201,1
A14,15.0,A33,A41,3594.0,A61,A72,1.0,A92,A101,2.0,A122,46.0,A143,A152,2.0,A172,1.0,A191,A201,1
A14,28.0,A34,A43,2743.0,A61,A75,4.0,A93,A101,2.0,A123,29.0,A143,A152,2.0,A173,1.0,A191,A201,1
A14,6.0,A34,A43,700.0,A65,A75,4.0,A93,A101,4.0,A124,36.0,A143,A153,2.0,A173,1.0,A191,A201,1
A12,24.0,A33,A43,1553.0,A62,A74,3.0,A92,A101,2.0,A122,23.0,A143,A151,2.0,A173,1.0,A192,A201,1
A12,21.0,A33,A40,2353.0,A61,A73,1.0,A91,A101,4.0,A122,47.0,A143,A152,2.0,A173,1.0,A191,A201,1
A14,24.0,A34,A45,5507.0,A61,A75,3.0,A93,A101,4.0,A124,44.0,A143,A153,2.0,A173,1.0,A191,A201,1
A14,12.0,A34,A42,1592.0,A64,A74,3.0,A92,A101,2.0,A122,35.0,A143,A152,1.0,A173,1.0,A191,A202,1
A11,24.0,A32,A42,4020.0,A61,A73,2.0,A93,A101,2.0,A123,27.0,A142,A152,1.0,A173,1.0,A191,A201,1
A12,12.0,A34,A42,3617.0,A61,A75,1.0,A93,A101,4.0,A123,28.0,A143,A151,3.0,A173,1.0,A192,A201,1
A12,15.0,A32,A45,2631.0,A62,A73,3.0,A92,A101,2.0,A121,25.0,A143,A152,1.0,A172,1.0,A191,A201,1
A12,12.0,A32,A40,1318.0,A64,A75,4.0,A93,A101,4.0,A121,54.0,A143,A152,1.0,A173,1.0,A192,A201,1
A12,18.0,A34,A43,1795.0,A61,A75,3.0,A92,A103,4.0,A121,48.0,A141,A151,2.0,A172,1.0,A192,A201,1
A14,24.0,A34,A49,4139.0,A62,A73,3.0,A93,A101,3.0,A122,27.0,A143,A152,2.0,A172,1.0,A192,A201,1
A11,12.0,A31,A48,339.0,A61,A75,4.0,A94,A101,1.0,A123,45.0,A141,A152,1.0,A172,1.0,A191,A201,1
A12,42.0,A31,A41,9283.0,A61,A71,1.0,A93,A101,2.0,A124,55.0,A141,A153,1.0,A174,1.0,A192,A201,1
A14,24.0,A32,A49,1258.0,A61,A74,4.0,A93,A101,1.0,A121,25.0,A143,A152,1.0,A173,1.0,A192,A201,1
A12,24.0,A32,A40,3512.0,A62,A74,2.0,A93,A101,3.0,A123,38.0,A141,A152,2.0,A173,1.0,A192,A201,1
A14,6.0,A31,A43,1750.0,A63,A75,2.0,A93,A101,4.0,A122,45.0,A141,A152,1.0,A172,2.0,A191,A201,1
A14,6.0,A32,A42,1543.0,A64,A73,4.0,A91,A101,2.0,A121,33.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,21.0,A32,A43,3160.0,A65,A75,4.0,A93,A101,3.0,A122,41.0,A143,A152,1.0,A173,1.0,A192,A201,1
