@RELATION myRel

@ATTRIBUTE StatusAccount {A11, A12, A14, A13}
@ATTRIBUTE DurationMonth NUMERIC
@ATTRIBUTE CreditHistory {A34, A32, A33, A30, A31}
@ATTRIBUTE Purpose {A43, A46, A42, A40, A41, A49, A44, A45, A410, A48}
@ATTRIBUTE CreditAmount NUMERIC
@ATTRIBUTE SavingsAccount {A65, A61, A63, A64, A62}
@ATTRIBUTE EmploymentSince {A75, A73, A74, A71, A72}
@ATTRIBUTE InstallmentRate NUMERIC
@ATTRIBUTE StatusAndSex {A93, A92, A91, A94}
@ATTRIBUTE Guarantors {A101, A103, A102}
@ATTRIBUTE ResidenceSince NUMERIC
@ATTRIBUTE Property {A121, A122, A124, A123}
@ATTRIBUTE Age NUMERIC
@ATTRIBUTE InstallmentPlans {A143, A141, A142}
@ATTRIBUTE Housing {A152, A153, A151}
@ATTRIBUTE NCredits NUMERIC
@ATTRIBUTE Job {A173, A172, A174, A171}
@ATTRIBUTE NPeopleMain NUMERIC
@ATTRIBUTE Telephone {A192, A191}
@ATTRIBUTE ForeignWorker {A201, A202}
@ATTRIBUTE Customer {1, 2}

@DATA
A14,12.0,A34,A43,930.0,A65,A75,4.0,A93,A101,4.0,A121,65.0,A143,A152,4.0,A173,1.0,A191,A201,1
A11,24.0,A32,A41,2924.0,A61,A73,3.0,A93,A103,4.0,A124,63.0,A141,A152,1.0,A173,2.0,A192,A201,1
A12,36.0,A31,A44,3990.0,A65,A72,3.0,A92,A101,2.0,A124,29.0,A141,A152,1.0,A171,1.0,A191,A201,1
A12,12.0,A32,A48,754.0,A65,A75,4.0,A93,A101,4.0,A122,38.0,A143,A152,2.0,A173,1.0,A191,A201,1
A11,8.0,A34,A40,731.0,A61,A75,4.0,A93,A101,4.0,A121,47.0,A143,A152,2.0,A172,1.0,A191,A201,1
A14,18.0,A32,A49,1950.0,A61,A74,4.0,A93,A101,1.0,A123,34.0,A142,A152,2.0,A173,1.0,A192,A201,1
A12,42.0,A34,A49,5954.0,A61,A74,2.0,A92,A101,1.0,A121,41.0,A141,A152,2.0,A172,1.0,A191,A201,1
A12,12.0,A32,A43,1103.0,A61,A74,4.0,A93,A103,3.0,A121,29.0,A143,A152,2.0,A173,1.0,A191,A202,1
A14,15.0,A34,A42,1520.0,A65,A75,4.0,A93,A101,4.0,A122,63.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,12.0,A34,A40,682.0,A62,A74,4.0,A92,A101,3.0,A123,51.0,A143,A152,2.0,A173,1.0,A192,A201,1
A14,15.0,A32,A41,1300.0,A65,A75,4.0,A93,A101,4.0,A124,45.0,A141,A153,1.0,A173,2.0,A191,A201,1
A14,36.0,A32,A43,3835.0,A65,A75,2.0,A92,A101,4.0,A121,45.0,A143,A152,1.0,A172,1.0,A192,A201,1
A14,36.0,A33,A42,7678.0,A63,A74,2.0,A92,A101,4.0,A123,40.0,A143,A152,2.0,A173,1.0,A192,A201,1
A14,24.0,A31,A49,1559.0,A61,A74,4.0,A93,A101,4.0,A123,50.0,A141,A152,1.0,A173,1.0,A192,A201,1
A14,24.0,A34,A43,2872.0,A62,A75,3.0,A93,A101,4.0,A121,36.0,A143,A152,1.0,A173,2.0,A192,A201,1
A14,9.0,A34,A43,3074.0,A65,A73,1.0,A93,A101,2.0,A121,33.0,A143,A152,2.0,A173,2.0,A191,A201,1
A12,9.0,A32,A49,1391.0,A61,A73,2.0,A94,A101,1.0,A121,27.0,A141,A152,1.0,A173,1.0,A192,A201,1
A12,12.0,A34,A41,1804.0,A62,A72,3.0,A93,A101,4.0,A122,44.0,A143,A152,1.0,A173,1.0,A191,A201,1
A11,24.0,A32,A41,6579.0,A61,A71,4.0,A93,A101,2.0,A124,29.0,A143,A153,1.0,A174,1.0,A192,A201,1
A12,6.0,A32,A43,2063.0,A61,A72,4.0,A94,A101,3.0,A123,30.0,A143,A151,1.0,A174,1.0,A192,A201,1
A14,60.0,A34,A40,13756.0,A65,A75,2.0,A93,A101,4.0,A124,63.0,A141,A153,1.0,A174,1.0,A192,A201,1
A11,30.0,A34,A41,6187.0,A62,A74,1.0,A94,A101,4.0,A123,24.0,A143,A151,2.0,A173,1.0,A191,A201,1
A13,24.0,A32,A43,1258.0,A63,A73,3.0,A92,A101,3.0,A123,57.0,A143,A152,1.0,A172,1.0,A191,A201,1
A14,24.0,A32,A40,1474.0,A62,A72,4.0,A94,A101,3.0,A121,33.0,A143,A152,1.0,A173,1.0,A192,A201,1
A14,12.0,A32,A43,3059.0,A64,A74,2.0,A91,A101,4.0,A121,61.0,A143,A152,1.0,A172,1.0,A191,A201,1
A14,24.0,A33,A40,717.0,A65,A75,4.0,A94,A101,4.0,A123,54.0,A143,A152,2.0,A173,1.0,A192,A201,1
A12,12.0,A32,A40,7472.0,A65,A71,1.0,A92,A101,2.0,A121,24.0,A143,A151,1.0,A171,1.0,A191,A201,1
A12,15.0,A34,A49,2326.0,A63,A73,2.0,A93,A101,4.0,A123,27.0,A141,A152,1.0,A173,1.0,A191,A201,1
A14,6.0,A32,A43,2108.0,A61,A74,2.0,A94,A101,2.0,A121,29.0,A143,A151,1.0,A173,1.0,A191,A201,1
A14,6.0,A30,A40,1204.0,A62,A73,4.0,A93,A101,1.0,A124,35.0,A141,A151,1.0,A173,1.0,A191,A202,1
A13,6.0,A32,A42,2116.0,A61,A73,2.0,A93,A101,2.0,A121,41.0,A143,A152,1.0,A173,1.0,A192,A201,1
A14,60.0,A32,A40,6527.0,A65,A73,4.0,A93,A101,4.0,A124,34.0,A143,A153,1.0,A173,2.0,A192,A201,1
A14,9.0,A34,A42,2406.0,A61,A71,2.0,A93,A101,3.0,A123,31.0,A143,A152,1.0,A174,1.0,A191,A201,1
A14,12.0,A30,A42,2759.0,A61,A75,2.0,A93,A101,4.0,A122,34.0,A143,A152,2.0,A173,1.0,A191,A201,1
A11,6.0,A32,A41,1352.0,A63,A71,1.0,A92,A101,2.0,A122,23.0,A143,A151,1.0,A171,1.0,A192,A201,1
A12,18.0,A32,A40,5866.0,A62,A73,2.0,A93,A101,2.0,A123,30.0,A143,A152,2.0,A173,1.0,A192,A201,1
A14,15.0,A32,A40,3186.0,A64,A74,2.0,A92,A101,3.0,A123,20.0,A143,A151,1.0,A173,1.0,A191,A201,1
A12,12.0,A32,A43,1567.0,A61,A73,1.0,A92,A101,1.0,A123,22.0,A143,A152,1.0,A173,1.0,A192,A201,1
A12,8.0,A32,A43,760.0,A61,A74,4.0,A92,A103,2.0,A121,44.0,A143,A152,1.0,A172,1.0,A191,A201,1
A11,6.0,A32,A42,428.0,A61,A75,2.0,A92,A101,1.0,A122,49.0,A141,A152,1.0,A173,1.0,A192,A201,1
A12,24.0,A32,A42,4351.0,A65,A73,1.0,A92,A101,4.0,A122,48.0,A143,A152,1.0,A172,1.0,A192,A201,1
A11,6.0,A34,A40,609.0,A61,A74,4.0,A92,A101,3.0,A122,37.0,A143,A152,2.0,A173,1.0,A191,A202,1
A14,10.0,A34,A40,1231.0,A61,A75,3.0,A93,A101,4.0,A121,32.0,A143,A152,2.0,A172,2.0,A191,A202,1
A12,12.0,A34,A40,2366.0,A63,A74,3.0,A91,A101,3.0,A123,36.0,A143,A152,1.0,A174,1.0,A192,A201,1
A14,12.0,A32,A41,4675.0,A65,A72,1.0,A92,A101,4.0,A123,20.0,A143,A151,1.0,A173,1.0,A191,A201,1
A14,6.0,A32,A42,2978.0,A63,A73,1.0,A93,A101,2.0,A123,32.0,A143,A152,1.0,A173,1.0,A192,A201,1
A14,36.0,A32,A46,9055.0,A65,A73,2.0,A93,A101,4.0,A124,35.0,A143,A153,1.0,A172,2.0,A192,A201,1
A14,24.0,A32,A41,7814.0,A61,A74,3.0,A93,A101,3.0,A123,38.0,A143,A152,1.0,A174,1.0,A192,A201,1
A14,24.0,A34,A49,4526.0,A61,A73,3.0,A93,A101,2.0,A121,74.0,A143,A152,1.0,A174,1.0,A192,A201,1
A14,24.0,A32,A42,2835.0,A63,A75,3.0,A93,A101,4.0,A122,53.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,24.0,A32,A42,929.0,A65,A74,4.0,A93,A101,2.0,A123,31.0,A142,A152,1.0,A173,1.0,A192,A201,1
A14,24.0,A33,A49,3863.0,A61,A73,1.0,A93,A101,2.0,A124,32.0,A143,A153,1.0,A173,1.0,A191,A201,1
A14,24.0,A32,A43,1413.0,A61,A73,4.0,A94,A101,2.0,A122,28.0,A143,A152,1.0,A173,1.0,A191,A201,1
A12,48.0,A33,A49,6681.0,A65,A73,4.0,A93,A101,4.0,A124,38.0,A143,A153,1.0,A173,2.0,A192,A201,1
A12,12.0,A30,A48,1410.0,A61,A73,2.0,A93,A101,2.0,A121,31.0,A143,A152,1.0,A172,1.0,A192,A201,1
A13,6.0,A34,A40,1343.0,A61,A75,1.0,A93,A101,4.0,A121,46.0,A143,A152,2.0,A173,2.0,A191,A202,1
A11,9.0,A34,A40,2799.0,A61,A73,2.0,A93,A101,2.0,A121,36.0,A143,A151,2.0,A173,2.0,A191,A201,1
A14,24.0,A34,A43,1851.0,A61,A74,4.0,A94,A103,2.0,A123,33.0,A143,A152,2.0,A173,1.0,A192,A201,1
A11,6.0,A34,A40,666.0,A64,A74,3.0,A92,A101,4.0,A121,39.0,A143,A152,2.0,A172,1.0,A192,A201,1
