@RELATION myRel

@ATTRIBUTE A1 {b, a}
@ATTRIBUTE A2 NUMERIC
@ATTRIBUTE A3 NUMERIC
@ATTRIBUTE A4 {u, y, l}
@ATTRIBUTE A5 {g, p, gg}
@ATTRIBUTE A6 {w, q, m, r, cc, k, c, d, x, i, e, aa, ff, j}
@ATTRIBUTE A7 {v, h, bb, ff, j, z, o, dd, n}
@ATTRIBUTE A8 NUMERIC
@ATTRIBUTE A9 {t, f}
@ATTRIBUTE A10 {t, f}
@ATTRIBUTE A11 NUMERIC
@ATTRIBUTE A12 {f, t}
@ATTRIBUTE A13 {g, s, p}
@ATTRIBUTE A14 NUMERIC
@ATTRIBUTE A15 NUMERIC
@ATTRIBUTE Class {positive, negative}

@DATA
b,23.0,625.0,y,p,aa,v,125.0,t,f,0.0,f,g,180.0,1.0,negative
b,3183.0,4.0,y,p,m,v,4.0,f,f,0.0,f,g,0.0,0.0,negative
b,2117.0,25.0,y,p,c,h,25.0,f,f,0.0,f,g,280.0,204.0,negative
b,1833.0,121.0,y,p,e,dd,0.0,f,f,0.0,f,g,100.0,0.0,negative
a,5217.0,0.0,y,p,ff,ff,0.0,f,f,0.0,f,g,0.0,0.0,negative
a,2658.0,254.0,y,p,ff,ff,0.0,f,f,0.0,t,g,180.0,60.0,negative
b,7483.0,19.0,y,p,ff,ff,4.0,f,t,2.0,f,g,0.0,351.0,negative
b,1958.0,585.0,u,g,ff,ff,0.0,f,t,3.0,f,g,350.0,769.0,negative
a,5758.0,2.0,u,g,ff,ff,65.0,f,t,1.0,f,g,0.0,10.0,negative
b,1858.0,1029.0,u,g,ff,ff,415.0,f,f,0.0,f,g,80.0,0.0,negative
b,4092.0,835.0,u,g,ff,ff,0.0,t,f,0.0,f,g,130.0,1.0,negative
a,1633.0,21.0,u,g,aa,v,125.0,f,f,0.0,f,g,200.0,1.0,negative
a,3308.0,1625.0,u,g,d,v,54.0,f,f,0.0,t,g,0.0,0.0,negative
a,2483.0,45.0,u,g,w,v,1.0,f,f,0.0,t,g,360.0,6.0,negative
a,1792.0,54.0,u,g,c,v,175.0,f,t,1.0,t,g,80.0,5.0,negative
a,3058.0,10665.0,u,g,q,h,85.0,f,t,12.0,t,g,129.0,3.0,negative
b,2958.0,475.0,u,g,m,v,2.0,f,t,1.0,t,g,460.0,68.0,negative
b,3575.0,2415.0,u,g,w,v,125.0,f,t,2.0,f,g,220.0,1.0,negative
b,1942.0,725.0,u,g,m,v,4.0,f,t,1.0,f,g,100.0,1.0,negative
b,4275.0,4085.0,u,g,aa,v,4.0,f,f,0.0,f,g,108.0,100.0,negative
b,31.0,2085.0,u,g,c,v,85.0,f,f,0.0,f,g,300.0,0.0,negative
