@RELATION myRel

@ATTRIBUTE A1 {b, a}
@ATTRIBUTE A2 NUMERIC
@ATTRIBUTE A3 NUMERIC
@ATTRIBUTE A4 {u, y, l}
@ATTRIBUTE A5 {g, p, gg}
@ATTRIBUTE A6 {w, q, m, r, cc, k, c, d, x, i, e, aa, ff, j}
@ATTRIBUTE A7 {v, h, bb, ff, j, z, o, dd, n}
@ATTRIBUTE A8 NUMERIC
@ATTRIBUTE A9 {t, f}
@ATTRIBUTE A10 {t, f}
@ATTRIBUTE A11 NUMERIC
@ATTRIBUTE A12 {f, t}
@ATTRIBUTE A13 {g, s, p}
@ATTRIBUTE A14 NUMERIC
@ATTRIBUTE A15 NUMERIC
@ATTRIBUTE Class {positive, negative}

@DATA
b,2567.0,221.0,y,p,aa,v,4.0,t,f,0.0,f,g,188.0,0.0,negative
b,3358.0,335.0,y,p,cc,v,85.0,f,f,0.0,f,g,180.0,0.0,negative
b,2783.0,1.0,y,p,d,h,3.0,f,f,0.0,f,g,176.0,537.0,negative
a,2083.0,5.0,y,p,e,dd,1.0,f,f,0.0,f,g,260.0,0.0,negative
b,5183.0,204.0,y,p,ff,ff,15.0,f,f,0.0,f,g,120.0,1.0,negative
a,5683.0,425.0,y,p,ff,ff,5.0,f,f,0.0,t,g,0.0,4.0,negative
b,6917.0,9.0,u,g,ff,ff,4.0,f,t,1.0,f,g,70.0,6.0,negative
a,1608.0,335.0,u,g,ff,ff,0.0,f,t,1.0,f,g,160.0,126.0,negative
a,3875.0,15.0,u,g,ff,ff,0.0,f,f,0.0,f,g,76.0,0.0,negative
b,235.0,275.0,u,g,ff,ff,45.0,f,f,0.0,f,g,160.0,25.0,negative
b,4958.0,19.0,u,g,ff,ff,0.0,t,t,1.0,f,g,94.0,0.0,negative
a,2275.0,6165.0,u,g,aa,v,165.0,f,f,0.0,f,g,220.0,1000.0,negative
a,2525.0,125.0,u,g,d,v,1.0,f,f,0.0,t,g,180.0,1062.0,negative
a,2767.0,204.0,u,g,w,v,25.0,f,f,0.0,t,g,180.0,50.0,negative
a,2267.0,75.0,u,g,c,v,2.0,f,t,2.0,t,g,200.0,394.0,negative
a,1733.0,95.0,u,g,aa,v,175.0,f,t,10.0,t,g,0.0,10.0,negative
b,3292.0,25.0,u,g,aa,v,175.0,f,t,2.0,t,g,720.0,0.0,negative
b,16.0,3125.0,u,g,w,v,85.0,f,t,1.0,f,g,0.0,6.0,negative
b,1633.0,275.0,u,g,aa,v,665.0,f,t,1.0,f,g,80.0,21.0,negative
b,195.0,9585.0,u,g,aa,v,79.0,f,f,0.0,f,g,80.0,350.0,negative
b,2192.0,5.0,u,g,c,v,125.0,f,f,0.0,f,g,360.0,0.0,negative
b,3408.0,25.0,u,g,c,v,1.0,f,f,0.0,f,g,460.0,16.0,negative
a,2083.0,85.0,u,g,c,v,165.0,f,f,0.0,f,g,0.0,351.0,negative
b,1858.0,571.0,u,g,d,v,54.0,f,f,0.0,f,g,120.0,0.0,negative
b,5242.0,15.0,u,g,d,v,375.0,f,f,0.0,t,g,0.0,350.0,negative
b,20.0,11045.0,u,g,c,v,2.0,f,f,0.0,t,g,136.0,0.0,negative
b,2183.0,154.0,u,g,k,v,85.0,f,f,0.0,t,g,356.0,0.0,negative
b,3892.0,175.0,u,g,k,v,5.0,f,f,0.0,t,g,300.0,2.0,negative
b,3417.0,275.0,u,g,i,bb,25.0,f,f,0.0,t,g,232.0,200.0,negative
b,3617.0,55.0,u,g,i,bb,5.0,f,f,0.0,f,g,210.0,687.0,negative
b,4275.0,3.0,u,g,i,bb,1.0,t,f,0.0,f,g,0.0,200.0,negative
b,1817.0,1025.0,u,g,c,h,1085.0,f,f,0.0,f,g,320.0,13.0,negative
b,2775.0,129.0,u,g,k,h,25.0,f,f,0.0,t,s,140.0,0.0,negative
b,4058.0,329.0,u,g,m,v,35.0,f,f,0.0,t,s,400.0,0.0,negative
b,2117.0,0.0,u,g,c,v,5.0,f,f,0.0,t,s,0.0,0.0,negative
b,2408.0,9.0,u,g,aa,v,25.0,f,f,0.0,t,g,0.0,0.0,negative
b,2208.0,2335.0,u,g,k,v,75.0,f,f,0.0,f,g,180.0,0.0,negative
b,2042.0,1085.0,u,g,q,v,15.0,f,f,0.0,f,g,108.0,7.0,negative
b,2942.0,125.0,u,g,w,v,175.0,f,f,0.0,f,g,200.0,0.0,negative
a,2267.0,79.0,u,g,i,v,85.0,f,f,0.0,f,g,144.0,0.0,negative
a,5192.0,65.0,u,g,i,bb,3085.0,f,f,0.0,t,g,73.0,0.0,negative
b,2458.0,125.0,u,g,w,v,875.0,t,f,0.0,t,g,260.0,0.0,negative
b,215.0,115.0,u,g,i,v,5.0,t,f,0.0,t,g,100.0,68.0,negative
b,1933.0,10915.0,u,g,c,bb,585.0,f,t,2.0,t,g,200.0,7.0,negative
b,2633.0,13.0,u,g,e,dd,0.0,f,f,0.0,t,g,140.0,1110.0,negative
b,1867.0,5.0,u,g,q,v,375.0,t,t,2.0,f,g,0.0,38.0,negative
a,1975.0,75.0,u,g,c,v,795.0,t,t,5.0,t,g,140.0,5.0,negative
b,3775.0,7.0,u,g,q,h,115.0,t,t,7.0,t,g,300.0,5.0,negative
a,165.0,125.0,u,g,q,v,25.0,f,t,1.0,f,g,108.0,98.0,negative
b,4425.0,5.0,u,g,m,v,1075.0,t,f,0.0,f,s,400.0,0.0,negative
b,3717.0,4.0,u,g,c,bb,5.0,t,f,0.0,t,s,280.0,0.0,negative
b,3242.0,2165.0,y,p,k,ff,0.0,f,f,0.0,f,g,120.0,0.0,negative
b,3825.0,10125.0,y,p,k,v,125.0,f,f,0.0,f,g,160.0,0.0,negative
b,2967.0,75.0,y,p,c,v,4.0,f,f,0.0,f,g,240.0,0.0,negative
b,3108.0,15.0,y,p,w,v,4.0,f,f,0.0,f,s,160.0,0.0,negative
b,1917.0,4.0,y,p,i,v,1.0,f,f,0.0,t,g,360.0,1000.0,negative
b,19.0,175.0,y,p,c,v,2335.0,f,f,0.0,t,g,112.0,6.0,negative
b,3525.0,165.0,y,p,c,v,4.0,t,f,0.0,f,g,80.0,0.0,negative
b,33.0,25.0,y,p,w,v,7.0,f,f,0.0,t,g,280.0,0.0,negative
b,5483.0,155.0,u,g,e,z,0.0,t,t,20.0,f,g,152.0,130.0,negative
a,49.0,15.0,u,g,j,j,0.0,t,f,0.0,t,g,100.0,27.0,negative
b,4783.0,4165.0,u,g,x,bb,85.0,f,f,0.0,t,g,520.0,0.0,negative
a,695.0,6.0,u,g,ff,ff,0.0,f,f,0.0,f,s,0.0,0.0,negative
a,2358.0,115.0,y,p,k,h,3.0,f,f,0.0,t,g,20.0,16.0,negative
b,2067.0,125.0,y,p,c,h,1375.0,t,t,3.0,t,g,140.0,210.0,negative
b,1883.0,415.0,y,p,c,v,165.0,f,t,1.0,f,g,200.0,1.0,negative
a,295.0,1085.0,y,p,x,v,1.0,f,f,0.0,f,g,280.0,13.0,negative
a,2958.0,175.0,y,p,k,v,125.0,f,f,0.0,t,g,280.0,0.0,negative
b,375.0,175.0,y,p,c,bb,25.0,t,f,0.0,t,g,164.0,400.0,negative
a,3175.0,3.0,y,p,j,j,0.0,f,f,0.0,f,g,160.0,20.0,negative
b,2142.0,75.0,y,p,r,n,75.0,f,f,0.0,t,g,132.0,2.0,negative
a,23.0,1835.0,u,g,j,j,0.0,f,t,1.0,f,g,200.0,53.0,negative
b,2667.0,425.0,u,g,cc,v,429.0,t,t,1.0,t,g,120.0,0.0,positive
b,2958.0,45.0,u,g,w,v,75.0,t,t,2.0,t,g,330.0,0.0,positive
b,1967.0,375.0,u,g,q,v,2.0,t,t,2.0,t,g,80.0,0.0,positive
b,3317.0,1.0,u,g,x,v,75.0,t,t,7.0,t,g,340.0,4071.0,positive
b,5783.0,704.0,u,g,m,v,14.0,t,t,6.0,t,g,360.0,1332.0,positive
b,2767.0,1375.0,u,g,w,v,575.0,t,f,0.0,t,g,487.0,500.0,positive
b,5967.0,154.0,u,g,q,v,125.0,t,f,0.0,t,g,260.0,0.0,positive
b,2267.0,105.0,u,g,q,h,1335.0,t,f,0.0,f,g,100.0,0.0,positive
b,2317.0,11125.0,u,g,x,h,46.0,t,t,1.0,f,g,100.0,0.0,positive
b,3083.0,0.0,u,g,w,v,125.0,t,t,1.0,f,g,202.0,0.0,positive
b,2825.0,5125.0,u,g,x,v,475.0,t,t,2.0,f,g,420.0,7.0,positive
b,255.0,375.0,u,g,m,v,25.0,t,t,3.0,f,g,260.0,15108.0,positive
b,3017.0,5.0,u,g,c,v,175.0,t,t,11.0,f,g,32.0,540.0,positive
b,2042.0,1835.0,u,g,c,v,225.0,t,t,1.0,f,g,100.0,150.0,positive
b,2575.0,5.0,u,g,c,v,146.0,t,t,5.0,t,g,312.0,0.0,positive
b,2133.0,105.0,u,g,c,v,3.0,t,f,0.0,t,g,0.0,0.0,positive
