@RELATION myRel

@ATTRIBUTE A1 {b, a}
@ATTRIBUTE A2 NUMERIC
@ATTRIBUTE A3 NUMERIC
@ATTRIBUTE A4 {u, y, l}
@ATTRIBUTE A5 {g, p, gg}
@ATTRIBUTE A6 {w, q, m, r, cc, k, c, d, x, i, e, aa, ff, j}
@ATTRIBUTE A7 {v, h, bb, ff, j, z, o, dd, n}
@ATTRIBUTE A8 NUMERIC
@ATTRIBUTE A9 {t, f}
@ATTRIBUTE A10 {t, f}
@ATTRIBUTE A11 NUMERIC
@ATTRIBUTE A12 {f, t}
@ATTRIBUTE A13 {g, s, p}
@ATTRIBUTE A14 NUMERIC
@ATTRIBUTE A15 NUMERIC
@ATTRIBUTE Class {positive, negative}

@DATA
b,1808.0,675.0,y,p,m,v,4.0,f,f,0.0,f,g,140.0,0.0,negative
b,2117.0,875.0,y,p,c,h,25.0,f,f,0.0,f,g,280.0,204.0,negative
b,2108.0,10085.0,y,p,e,h,125.0,f,f,0.0,f,g,260.0,0.0,negative
a,2108.0,5.0,y,p,ff,ff,0.0,f,f,0.0,f,g,0.0,0.0,negative
b,1883.0,354.0,y,p,ff,ff,0.0,f,f,0.0,t,g,180.0,1.0,negative
b,19.0,0.0,y,p,ff,ff,0.0,f,t,4.0,f,g,45.0,1.0,negative
b,3125.0,2835.0,u,g,ff,ff,0.0,f,t,5.0,f,g,176.0,146.0,negative
a,3658.0,29.0,u,g,ff,ff,0.0,f,t,10.0,f,g,200.0,18.0,negative
a,1792.0,1021.0,u,g,ff,ff,0.0,f,f,0.0,f,g,0.0,50.0,negative
b,5075.0,585.0,u,g,ff,ff,0.0,f,f,0.0,f,g,145.0,0.0,negative
a,525.0,7.0,u,g,aa,h,3.0,f,f,0.0,f,g,0.0,0.0,negative
a,5025.0,835.0,u,g,aa,v,5.0,f,f,0.0,t,g,240.0,117.0,negative
a,235.0,15.0,u,g,w,v,875.0,f,f,0.0,t,g,160.0,0.0,negative
a,1583.0,7625.0,u,g,q,v,125.0,f,t,1.0,t,g,0.0,160.0,negative
a,2725.0,29.0,u,g,m,h,125.0,f,t,1.0,t,g,272.0,108.0,negative
b,2267.0,75.0,u,g,i,v,1585.0,f,t,1.0,t,g,400.0,9.0,negative
b,2542.0,54.0,u,g,w,v,165.0,f,t,1.0,f,g,272.0,444.0,negative
b,2408.0,875.0,u,g,m,v,85.0,f,t,4.0,f,g,254.0,1950.0,negative
b,1792.0,205.0,u,g,aa,v,4.0,f,f,0.0,f,g,280.0,750.0,negative
b,165.0,125.0,u,g,c,v,165.0,f,f,0.0,f,g,132.0,0.0,negative
b,2458.0,125.0,u,g,c,v,25.0,f,f,0.0,f,g,110.0,0.0,negative
a,2267.0,7.0,u,g,c,v,165.0,f,f,0.0,f,g,160.0,0.0,negative
