@RELATION myRel

@ATTRIBUTE A1 {b, a}
@ATTRIBUTE A2 NUMERIC
@ATTRIBUTE A3 NUMERIC
@ATTRIBUTE A4 {u, y, l}
@ATTRIBUTE A5 {g, p, gg}
@ATTRIBUTE A6 {w, q, m, r, cc, k, c, d, x, i, e, aa, ff, j}
@ATTRIBUTE A7 {v, h, bb, ff, j, z, o, dd, n}
@ATTRIBUTE A8 NUMERIC
@ATTRIBUTE A9 {t, f}
@ATTRIBUTE A10 {t, f}
@ATTRIBUTE A11 NUMERIC
@ATTRIBUTE A12 {f, t}
@ATTRIBUTE A13 {g, s, p}
@ATTRIBUTE A14 NUMERIC
@ATTRIBUTE A15 NUMERIC
@ATTRIBUTE Class {positive, negative}

@DATA
b,3942.0,171.0,y,p,m,v,165.0,f,f,0.0,f,s,400.0,0.0,negative
a,5333.0,165.0,u,g,ff,ff,0.0,f,f,0.0,t,s,62.0,27.0,negative
b,1692.0,335.0,y,p,k,v,29.0,f,f,0.0,f,s,200.0,0.0,negative
a,165.0,125.0,u,g,q,v,25.0,f,t,1.0,f,g,108.0,98.0,negative
a,5683.0,425.0,y,p,ff,ff,5.0,f,f,0.0,t,g,0.0,4.0,negative
a,2767.0,15.0,u,g,m,v,2.0,t,f,0.0,f,s,368.0,0.0,negative
b,2358.0,46.0,y,p,w,v,2625.0,t,t,6.0,t,g,208.0,347.0,negative
a,3658.0,29.0,u,g,ff,ff,0.0,f,t,10.0,f,g,200.0,18.0,negative
b,3917.0,25.0,y,p,i,h,10.0,f,f,0.0,t,s,200.0,0.0,negative
b,3983.0,5.0,u,g,m,v,25.0,t,f,0.0,f,s,288.0,0.0,negative
a,225.0,11.0,y,p,q,v,3.0,t,f,0.0,t,g,268.0,0.0,negative
b,4283.0,125.0,u,g,m,v,13875.0,f,t,1.0,t,g,352.0,112.0,negative
a,1958.0,665.0,y,p,c,v,1.0,f,t,1.0,f,g,2000.0,2.0,negative
a,1733.0,95.0,u,g,aa,v,175.0,f,t,10.0,t,g,0.0,10.0,negative
b,2108.0,10085.0,y,p,e,h,125.0,f,f,0.0,f,g,260.0,0.0,negative
b,3525.0,3165.0,u,g,x,h,375.0,t,f,0.0,t,g,680.0,0.0,negative
b,23.0,625.0,y,p,aa,v,125.0,t,f,0.0,f,g,180.0,1.0,negative
a,49.0,15.0,u,g,j,j,0.0,t,f,0.0,t,g,100.0,27.0,negative
b,3525.0,165.0,y,p,c,v,4.0,t,f,0.0,f,g,80.0,0.0,negative
a,2267.0,335.0,u,g,q,v,75.0,f,f,0.0,f,s,160.0,0.0,negative
b,2875.0,15.0,y,p,c,v,15.0,t,f,0.0,t,g,0.0,225.0,negative
a,2492.0,125.0,u,g,ff,ff,0.0,t,f,0.0,f,g,80.0,0.0,negative
b,33.0,25.0,y,p,w,v,7.0,f,f,0.0,t,g,280.0,0.0,negative
b,1867.0,5.0,u,g,q,v,375.0,t,t,2.0,f,g,0.0,38.0,negative
a,2108.0,5.0,y,p,ff,ff,0.0,f,f,0.0,f,g,0.0,0.0,negative
b,4517.0,15.0,u,g,c,v,25.0,t,f,0.0,t,g,140.0,0.0,negative
a,2225.0,125.0,y,p,ff,ff,325.0,f,f,0.0,f,g,280.0,0.0,negative
a,2858.0,354.0,u,g,i,bb,5.0,t,f,0.0,t,g,171.0,0.0,negative
b,2108.0,4125.0,y,p,i,h,4.0,f,f,0.0,f,g,140.0,100.0,negative
a,1792.0,54.0,u,g,c,v,175.0,f,t,1.0,t,g,80.0,5.0,negative
b,2392.0,585.0,y,p,cc,h,125.0,f,f,0.0,f,g,240.0,1.0,negative
b,3067.0,25.0,u,g,cc,h,225.0,f,f,0.0,t,s,340.0,0.0,negative
b,2075.0,5085.0,y,p,j,v,29.0,f,f,0.0,f,g,140.0,184.0,negative
a,2375.0,71.0,u,g,w,v,25.0,f,t,1.0,t,g,240.0,4.0,negative
b,4483.0,7.0,y,p,c,v,1625.0,f,f,0.0,f,g,160.0,2.0,negative
b,3442.0,1335.0,u,g,i,bb,125.0,f,f,0.0,t,g,440.0,4500.0,negative
b,2875.0,1165.0,u,g,k,v,5.0,t,f,0.0,f,s,280.0,0.0,negative
b,34.0,55.0,y,p,c,v,15.0,f,f,0.0,t,g,60.0,0.0,negative
a,525.0,7.0,u,g,aa,h,3.0,f,f,0.0,f,g,0.0,0.0,negative
b,3208.0,4.0,y,p,cc,v,15.0,f,f,0.0,t,g,120.0,0.0,negative
b,3642.0,75.0,y,p,d,v,585.0,f,f,0.0,f,g,240.0,3.0,negative
b,2667.0,14585.0,u,g,i,bb,0.0,f,f,0.0,t,g,178.0,0.0,negative
a,4158.0,104.0,u,g,aa,v,665.0,f,f,0.0,f,g,240.0,237.0,negative
b,4317.0,5.0,u,g,i,bb,225.0,f,f,0.0,t,g,141.0,0.0,negative
b,1825.0,165.0,u,g,d,v,25.0,f,f,0.0,t,s,280.0,0.0,negative
b,1758.0,10.0,u,g,w,h,165.0,f,t,1.0,f,g,120.0,1.0,negative
b,2958.0,475.0,u,g,m,v,2.0,f,t,1.0,t,g,460.0,68.0,negative
b,235.0,275.0,u,g,ff,ff,45.0,f,f,0.0,f,g,160.0,25.0,negative
b,3417.0,275.0,u,g,i,bb,25.0,f,f,0.0,t,g,232.0,200.0,negative
b,4917.0,229.0,u,g,ff,ff,29.0,f,f,0.0,f,g,200.0,3.0,negative
b,2458.0,125.0,u,g,w,v,875.0,t,f,0.0,t,g,260.0,0.0,negative
a,3833.0,4415.0,u,g,c,v,125.0,f,f,0.0,f,g,160.0,0.0,negative
b,3108.0,3085.0,u,g,c,v,25.0,f,t,2.0,t,g,160.0,41.0,negative
b,1633.0,275.0,u,g,aa,v,665.0,f,t,1.0,f,g,80.0,21.0,negative
b,28.0,3.0,u,g,w,v,75.0,f,f,0.0,t,g,300.0,67.0,negative
a,1592.0,2875.0,u,g,q,v,85.0,f,f,0.0,f,g,120.0,0.0,negative
b,4733.0,65.0,u,g,c,v,1.0,f,f,0.0,t,g,0.0,228.0,negative
b,1767.0,446.0,u,g,c,v,25.0,f,f,0.0,f,s,80.0,0.0,negative
b,1708.0,329.0,u,g,i,v,335.0,f,f,0.0,t,g,140.0,2.0,negative
b,3233.0,25.0,u,g,c,v,125.0,f,f,0.0,t,g,280.0,0.0,negative
b,2542.0,54.0,u,g,w,v,165.0,f,t,1.0,f,g,272.0,444.0,negative
a,2083.0,85.0,u,g,c,v,165.0,f,f,0.0,f,g,0.0,351.0,negative
a,2267.0,7.0,u,g,c,v,165.0,f,f,0.0,f,g,160.0,0.0,negative
b,3617.0,18125.0,u,g,w,v,85.0,f,f,0.0,f,g,320.0,3552.0,negative
b,20.0,7.0,u,g,c,v,5.0,f,f,0.0,f,g,0.0,0.0,negative
b,4117.0,1335.0,u,g,d,v,165.0,f,f,0.0,f,g,168.0,0.0,negative
b,165.0,125.0,u,g,c,v,165.0,f,f,0.0,f,g,132.0,0.0,negative
b,375.0,835.0,u,g,e,v,4.0,f,f,0.0,f,g,120.0,5.0,negative
b,2225.0,9.0,u,g,aa,v,85.0,f,f,0.0,f,g,0.0,0.0,negative
b,2208.0,2335.0,u,g,k,v,75.0,f,f,0.0,f,g,180.0,0.0,negative
b,2008.0,25.0,u,g,q,v,125.0,f,f,0.0,f,g,200.0,0.0,negative
b,1917.0,0.0,y,p,m,bb,0.0,f,f,0.0,t,s,500.0,1.0,positive
b,5642.0,28.0,y,p,c,v,285.0,t,t,40.0,f,g,0.0,15.0,positive
b,25.0,125.0,u,g,aa,v,3.0,t,f,0.0,t,s,20.0,0.0,positive
a,225.0,846.0,y,p,x,v,246.0,f,f,0.0,f,g,164.0,0.0,positive
a,2125.0,2335.0,u,g,i,bb,5.0,t,t,4.0,f,s,80.0,0.0,positive
b,425.0,4915.0,y,p,w,v,3165.0,t,f,0.0,t,g,52.0,1442.0,positive
b,41.0,4.0,u,g,e,v,4.0,f,t,1.0,f,s,560.0,0.0,positive
b,2825.0,504.0,y,p,c,bb,15.0,t,t,8.0,t,g,144.0,7.0,positive
a,46.0,4.0,u,g,j,j,0.0,t,f,0.0,f,g,100.0,960.0,positive
b,3408.0,8.0,y,p,m,bb,4.0,t,t,1.0,t,g,280.0,2000.0,positive
b,2333.0,15.0,u,g,c,h,1415.0,t,f,0.0,f,g,422.0,200.0,positive
