@RELATION myRel

@ATTRIBUTE A1 {b, a}
@ATTRIBUTE A2 NUMERIC
@ATTRIBUTE A3 NUMERIC
@ATTRIBUTE A4 {u, y, l}
@ATTRIBUTE A5 {g, p, gg}
@ATTRIBUTE A6 {w, q, m, r, cc, k, c, d, x, i, e, aa, ff, j}
@ATTRIBUTE A7 {v, h, bb, ff, j, z, o, dd, n}
@ATTRIBUTE A8 NUMERIC
@ATTRIBUTE A9 {t, f}
@ATTRIBUTE A10 {t, f}
@ATTRIBUTE A11 NUMERIC
@ATTRIBUTE A12 {f, t}
@ATTRIBUTE A13 {g, s, p}
@ATTRIBUTE A14 NUMERIC
@ATTRIBUTE A15 NUMERIC
@ATTRIBUTE Class {positive, negative}

@DATA
a,295.0,1085.0,y,p,x,v,1.0,f,f,0.0,f,g,280.0,13.0,negative
b,4117.0,1335.0,u,g,d,v,165.0,f,f,0.0,f,g,168.0,0.0,negative
b,2783.0,1.0,y,p,d,h,3.0,f,f,0.0,f,g,176.0,537.0,negative
b,2667.0,14585.0,u,g,i,bb,0.0,f,f,0.0,t,g,178.0,0.0,negative
b,4733.0,65.0,u,g,c,v,1.0,f,f,0.0,t,g,0.0,228.0,negative
b,3617.0,42.0,y,p,w,v,29.0,f,f,0.0,t,g,309.0,2.0,negative
b,1625.0,835.0,u,g,m,v,85.0,t,f,0.0,f,s,200.0,0.0,negative
b,4808.0,375.0,u,g,i,bb,1.0,f,f,0.0,f,g,100.0,2.0,negative
a,2108.0,5.0,y,p,ff,ff,0.0,f,f,0.0,f,g,0.0,0.0,negative
a,5708.0,335.0,u,g,i,bb,1.0,t,f,0.0,t,g,252.0,2197.0,negative
b,3125.0,2835.0,u,g,ff,ff,0.0,f,t,5.0,f,g,176.0,146.0,negative
b,4117.0,125.0,y,p,w,v,25.0,f,f,0.0,f,g,0.0,195.0,negative
b,395.0,1625.0,u,g,c,v,15.0,f,f,0.0,f,g,0.0,316.0,negative
b,2592.0,875.0,u,g,k,v,375.0,f,t,2.0,t,g,174.0,3.0,negative
