@RELATION myRel

@ATTRIBUTE A1 {b, a}
@ATTRIBUTE A2 NUMERIC
@ATTRIBUTE A3 NUMERIC
@ATTRIBUTE A4 {u, y, l}
@ATTRIBUTE A5 {g, p, gg}
@ATTRIBUTE A6 {w, q, m, r, cc, k, c, d, x, i, e, aa, ff, j}
@ATTRIBUTE A7 {v, h, bb, ff, j, z, o, dd, n}
@ATTRIBUTE A8 NUMERIC
@ATTRIBUTE A9 {t, f}
@ATTRIBUTE A10 {t, f}
@ATTRIBUTE A11 NUMERIC
@ATTRIBUTE A12 {f, t}
@ATTRIBUTE A13 {g, s, p}
@ATTRIBUTE A14 NUMERIC
@ATTRIBUTE A15 NUMERIC
@ATTRIBUTE Class {positive, negative}

@DATA
b,2292.0,3165.0,y,p,c,v,165.0,f,f,0.0,f,g,160.0,1058.0,negative
b,2675.0,2.0,u,g,d,v,75.0,f,f,0.0,t,g,80.0,0.0,negative
b,2117.0,875.0,y,p,c,h,25.0,f,f,0.0,f,g,280.0,204.0,negative
b,3442.0,1335.0,u,g,i,bb,125.0,f,f,0.0,t,g,440.0,4500.0,negative
b,20.0,11045.0,u,g,c,v,2.0,f,f,0.0,t,g,136.0,0.0,negative
b,3183.0,4.0,y,p,m,v,4.0,f,f,0.0,f,g,0.0,0.0,negative
b,2875.0,1165.0,u,g,k,v,5.0,t,f,0.0,f,s,280.0,0.0,negative
b,3475.0,25.0,u,g,cc,bb,5.0,f,f,0.0,f,g,348.0,0.0,negative
a,2658.0,254.0,y,p,ff,ff,0.0,f,f,0.0,t,g,180.0,60.0,negative
a,5025.0,835.0,u,g,aa,v,5.0,f,f,0.0,t,g,240.0,117.0,negative
b,6917.0,9.0,u,g,ff,ff,4.0,f,t,1.0,f,g,70.0,6.0,negative
b,1692.0,335.0,y,p,k,v,29.0,f,f,0.0,f,s,200.0,0.0,negative
b,2192.0,5.0,u,g,c,v,125.0,f,f,0.0,f,g,360.0,0.0,negative
b,2783.0,15.0,u,g,w,v,225.0,f,t,1.0,t,g,100.0,3.0,negative
b,2008.0,25.0,u,g,q,v,125.0,f,f,0.0,f,g,200.0,0.0,negative
b,4917.0,229.0,u,g,ff,ff,29.0,f,f,0.0,f,g,200.0,3.0,negative
b,2183.0,154.0,u,g,k,v,85.0,f,f,0.0,t,g,356.0,0.0,negative
b,1867.0,5.0,u,g,q,v,375.0,t,t,2.0,f,g,0.0,38.0,negative
