@RELATION myRel

@ATTRIBUTE StatusAccount {A11, A12, A14, A13}
@ATTRIBUTE DurationMonth NUMERIC
@ATTRIBUTE CreditHistory {A34, A32, A33, A30, A31}
@ATTRIBUTE Purpose {A43, A46, A42, A40, A41, A49, A44, A45, A410, A48}
@ATTRIBUTE CreditAmount NUMERIC
@ATTRIBUTE SavingsAccount {A65, A61, A63, A64, A62}
@ATTRIBUTE EmploymentSince {A75, A73, A74, A71, A72}
@ATTRIBUTE InstallmentRate NUMERIC
@ATTRIBUTE StatusAndSex {A93, A92, A91, A94}
@ATTRIBUTE Guarantors {A101, A103, A102}
@ATTRIBUTE ResidenceSince NUMERIC
@ATTRIBUTE Property {A121, A122, A124, A123}
@ATTRIBUTE Age NUMERIC
@ATTRIBUTE InstallmentPlans {A143, A141, A142}
@ATTRIBUTE Housing {A152, A153, A151}
@ATTRIBUTE NCredits NUMERIC
@ATTRIBUTE Job {A173, A172, A174, A171}
@ATTRIBUTE NPeopleMain NUMERIC
@ATTRIBUTE Telephone {A192, A191}
@ATTRIBUTE ForeignWorker {A201, A202}
@ATTRIBUTE Customer {1, 2}

@DATA
A14,28.0,A31,A41,7824.0,A65,A72,3.0,A93,A103,4.0,A121,40.0,A141,A151,2.0,A173,2.0,A192,A201,1
A14,4.0,A34,A43,1544.0,A61,A74,2.0,A93,A101,1.0,A121,42.0,A143,A152,3.0,A172,2.0,A191,A201,1
A14,4.0,A32,A42,601.0,A61,A72,1.0,A92,A101,3.0,A121,23.0,A143,A151,1.0,A172,2.0,A191,A201,1
A14,48.0,A33,A43,12749.0,A63,A74,4.0,A93,A101,1.0,A123,37.0,A143,A152,1.0,A174,1.0,A192,A201,1
A14,10.0,A32,A40,1597.0,A63,A73,3.0,A93,A101,2.0,A124,40.0,A143,A151,1.0,A172,2.0,A191,A202,1
A11,30.0,A32,A42,3622.0,A64,A75,4.0,A92,A101,4.0,A122,57.0,A143,A151,2.0,A173,1.0,A192,A201,1
A11,6.0,A34,A40,4716.0,A65,A72,1.0,A93,A101,3.0,A121,44.0,A143,A152,2.0,A172,2.0,A191,A201,1
A11,24.0,A32,A41,2964.0,A65,A75,4.0,A93,A101,4.0,A124,49.0,A141,A153,1.0,A173,2.0,A192,A201,1
A12,18.0,A32,A43,1113.0,A61,A73,4.0,A92,A103,4.0,A121,26.0,A143,A152,1.0,A172,2.0,A191,A201,1
A14,9.0,A32,A40,3577.0,A62,A73,1.0,A93,A103,2.0,A121,26.0,A143,A151,1.0,A173,2.0,A191,A202,1
A12,18.0,A34,A43,1795.0,A61,A75,3.0,A92,A103,4.0,A121,48.0,A141,A151,2.0,A172,1.0,A192,A201,1
