@RELATION myRel

@ATTRIBUTE StatusAccount {A11, A12, A14, A13}
@ATTRIBUTE DurationMonth NUMERIC
@ATTRIBUTE CreditHistory {A34, A32, A33, A30, A31}
@ATTRIBUTE Purpose {A43, A46, A42, A40, A41, A49, A44, A45, A410, A48}
@ATTRIBUTE CreditAmount NUMERIC
@ATTRIBUTE SavingsAccount {A65, A61, A63, A64, A62}
@ATTRIBUTE EmploymentSince {A75, A73, A74, A71, A72}
@ATTRIBUTE InstallmentRate NUMERIC
@ATTRIBUTE StatusAndSex {A93, A92, A91, A94}
@ATTRIBUTE Guarantors {A101, A103, A102}
@ATTRIBUTE ResidenceSince NUMERIC
@ATTRIBUTE Property {A121, A122, A124, A123}
@ATTRIBUTE Age NUMERIC
@ATTRIBUTE InstallmentPlans {A143, A141, A142}
@ATTRIBUTE Housing {A152, A153, A151}
@ATTRIBUTE NCredits NUMERIC
@ATTRIBUTE Job {A173, A172, A174, A171}
@ATTRIBUTE NPeopleMain NUMERIC
@ATTRIBUTE Telephone {A192, A191}
@ATTRIBUTE ForeignWorker {A201, A202}
@ATTRIBUTE Customer {1, 2}

@DATA
A14,18.0,A34,A41,3850.0,A61,A74,3.0,A93,A101,1.0,A123,27.0,A143,A152,2.0,A173,1.0,A191,A201,1
A12,24.0,A32,A43,2896.0,A62,A72,2.0,A93,A101,1.0,A123,29.0,A143,A152,1.0,A173,1.0,A191,A201,1
A11,12.0,A32,A42,1657.0,A61,A73,2.0,A93,A101,2.0,A121,27.0,A143,A152,1.0,A173,1.0,A191,A201,1
A13,10.0,A32,A44,1225.0,A61,A73,2.0,A93,A101,2.0,A123,37.0,A143,A152,1.0,A173,1.0,A192,A201,1
A14,12.0,A32,A49,1542.0,A61,A74,2.0,A93,A101,4.0,A123,36.0,A143,A152,1.0,A173,1.0,A192,A201,1
A14,18.0,A32,A43,1453.0,A61,A72,3.0,A92,A101,1.0,A121,26.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,12.0,A34,A49,1185.0,A61,A73,3.0,A92,A101,2.0,A121,27.0,A143,A152,2.0,A173,1.0,A191,A201,1
A14,12.0,A34,A43,1291.0,A61,A73,4.0,A92,A101,2.0,A122,35.0,A143,A152,2.0,A173,1.0,A191,A201,1
A14,24.0,A34,A40,2022.0,A61,A73,4.0,A92,A101,4.0,A123,37.0,A143,A152,1.0,A173,1.0,A192,A201,1
A14,24.0,A32,A41,7814.0,A61,A74,3.0,A93,A101,3.0,A123,38.0,A143,A152,1.0,A174,1.0,A192,A201,1
A14,15.0,A34,A43,1829.0,A61,A75,4.0,A93,A101,4.0,A123,46.0,A143,A152,2.0,A173,1.0,A192,A201,1
A14,22.0,A32,A43,2675.0,A63,A75,3.0,A93,A101,4.0,A123,40.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,12.0,A32,A43,886.0,A65,A73,4.0,A92,A101,2.0,A123,21.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,39.0,A32,A41,2569.0,A63,A73,4.0,A93,A101,4.0,A123,24.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,24.0,A32,A43,1552.0,A61,A74,3.0,A93,A101,1.0,A123,32.0,A141,A152,1.0,A173,2.0,A191,A201,1
A14,4.0,A34,A43,1503.0,A61,A74,2.0,A93,A101,1.0,A121,42.0,A143,A152,2.0,A172,2.0,A191,A201,1
A11,6.0,A34,A40,1361.0,A61,A72,2.0,A93,A101,4.0,A121,40.0,A143,A152,1.0,A172,2.0,A191,A202,1
A11,6.0,A34,A40,3676.0,A61,A73,1.0,A93,A101,3.0,A121,37.0,A143,A151,3.0,A173,2.0,A191,A201,1
A11,9.0,A34,A43,1138.0,A61,A73,4.0,A93,A101,4.0,A121,25.0,A143,A152,2.0,A172,1.0,A191,A201,1
A14,12.0,A34,A43,618.0,A61,A75,4.0,A93,A101,4.0,A121,56.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,18.0,A34,A43,1582.0,A64,A75,4.0,A93,A101,4.0,A123,46.0,A143,A152,2.0,A173,1.0,A191,A201,1
