@RELATION myRel

@ATTRIBUTE A1 {0, 1}
@ATTRIBUTE A2 NUMERIC
@ATTRIBUTE A3 NUMERIC
@ATTRIBUTE A4 {1, 2, 3}
@ATTRIBUTE A5 NUMERIC
@ATTRIBUTE A6 NUMERIC
@ATTRIBUTE A7 NUMERIC
@ATTRIBUTE A8 {0, 1}
@ATTRIBUTE A9 {0, 1}
@ATTRIBUTE A10 NUMERIC
@ATTRIBUTE A11 {0, 1}
@ATTRIBUTE A12 {1, 2, 3}
@ATTRIBUTE A13 NUMERIC
@ATTRIBUTE A14 NUMERIC
@ATTRIBUTE Class {0, 1}

@DATA
1,3375.0,275.0,2,3.0,5.0,0.0,0,0,0.0,0,2,180.0,1.0,0
1,2275.0,115.0,2,3.0,4.0,415.0,0,0,0.0,0,2,0.0,1.0,0
1,2525.0,1.0,2,6.0,4.0,5.0,0,0,0.0,0,2,200.0,1.0,0
1,2942.0,125.0,2,9.0,4.0,175.0,0,0,0.0,0,2,200.0,1.0,0
1,3367.0,125.0,2,9.0,4.0,1165.0,0,0,0.0,0,2,120.0,1.0,0
1,3475.0,25.0,2,13.0,5.0,5.0,0,0,0.0,0,2,348.0,1.0,0
1,20.0,7.0,2,8.0,4.0,5.0,0,0,0.0,0,2,0.0,1.0,0
1,20.0,0.0,2,2.0,4.0,5.0,0,0,0.0,0,2,144.0,1.0,0
1,4917.0,229.0,2,1.0,1.0,29.0,0,0,0.0,0,2,200.0,4.0,0
1,3157.0,625.0,2,4.0,4.0,25.0,0,0,0.0,0,2,380.0,2011.0,0
1,2925.0,13.0,2,2.0,8.0,5.0,0,0,0.0,0,2,228.0,1.0,0
1,2358.0,835.0,2,3.0,8.0,85.0,0,0,0.0,1,2,220.0,6.0,0
1,3667.0,2.0,2,3.0,4.0,25.0,0,0,0.0,1,2,221.0,1.0,0
1,2675.0,2.0,2,2.0,4.0,75.0,0,0,0.0,1,2,80.0,1.0,0
1,2408.0,9.0,2,6.0,4.0,25.0,0,0,0.0,1,2,0.0,1.0,0
1,2208.0,1146.0,2,4.0,4.0,1585.0,0,0,0.0,1,2,100.0,1213.0,0
1,2742.0,125.0,2,6.0,5.0,25.0,0,0,0.0,1,2,720.0,1.0,0
1,3733.0,2665.0,2,13.0,4.0,165.0,0,0,0.0,1,2,0.0,502.0,0
0,2483.0,45.0,2,9.0,4.0,1.0,0,0,0.0,1,2,360.0,7.0,0
0,2292.0,125.0,2,11.0,4.0,25.0,0,0,0.0,1,2,120.0,810.0,0
0,5025.0,835.0,2,6.0,4.0,5.0,0,0,0.0,1,2,240.0,118.0,0
0,2267.0,7.0,2,8.0,4.0,165.0,0,0,0.0,0,2,160.0,1.0,0
0,1592.0,2875.0,2,11.0,4.0,85.0,0,0,0.0,0,2,120.0,1.0,0
0,2267.0,79.0,2,3.0,4.0,85.0,0,0,0.0,0,2,144.0,1.0,0
0,3675.0,471.0,2,1.0,1.0,0.0,0,0,0.0,0,2,160.0,1.0,0
0,2192.0,11665.0,2,4.0,8.0,85.0,0,0,0.0,0,2,320.0,6.0,0
0,245.0,175.0,1,8.0,4.0,165.0,0,0,0.0,0,2,132.0,1.0,0
0,2433.0,25.0,1,3.0,5.0,45.0,0,0,0.0,0,2,200.0,457.0,0
0,2083.0,5.0,1,10.0,2.0,1.0,0,0,0.0,0,2,260.0,1.0,0
1,4483.0,7.0,1,8.0,4.0,1625.0,0,0,0.0,0,2,160.0,3.0,0
1,1625.0,0.0,1,6.0,4.0,25.0,0,0,0.0,0,2,60.0,1.0,0
