@RELATION myRel

@ATTRIBUTE A1 {0, 1}
@ATTRIBUTE A2 NUMERIC
@ATTRIBUTE A3 NUMERIC
@ATTRIBUTE A4 {1, 2, 3}
@ATTRIBUTE A5 NUMERIC
@ATTRIBUTE A6 NUMERIC
@ATTRIBUTE A7 NUMERIC
@ATTRIBUTE A8 {0, 1}
@ATTRIBUTE A9 {0, 1}
@ATTRIBUTE A10 NUMERIC
@ATTRIBUTE A11 {0, 1}
@ATTRIBUTE A12 {1, 2, 3}
@ATTRIBUTE A13 NUMERIC
@ATTRIBUTE A14 NUMERIC
@ATTRIBUTE Class {0, 1}

@DATA
1,3617.0,55.0,2,3.0,5.0,5.0,0,0,0.0,0,2,210.0,688.0,0
1,1742.0,65.0,2,3.0,4.0,125.0,0,0,0.0,0,2,60.0,101.0,0
1,2225.0,9.0,2,6.0,4.0,85.0,0,0,0.0,0,2,0.0,1.0,0
1,2983.0,35.0,2,8.0,4.0,165.0,0,0,0.0,0,2,216.0,1.0,0
1,2042.0,1085.0,2,11.0,4.0,15.0,0,0,0.0,0,2,108.0,8.0,0
1,1517.0,7.0,2,10.0,4.0,1.0,0,0,0.0,0,2,600.0,1.0,0
1,395.0,1625.0,2,8.0,4.0,15.0,0,0,0.0,0,2,0.0,317.0,0
1,235.0,275.0,2,1.0,1.0,45.0,0,0,0.0,0,2,160.0,26.0,0
1,5075.0,585.0,2,1.0,1.0,0.0,0,0,0.0,0,2,145.0,1.0,0
1,195.0,9585.0,2,6.0,4.0,79.0,0,0,0.0,0,2,80.0,351.0,0
1,6275.0,7.0,2,10.0,9.0,0.0,0,0,0.0,0,2,0.0,13.0,0
1,2558.0,335.0,2,4.0,8.0,35.0,0,0,0.0,1,2,340.0,1.0,0
1,3558.0,75.0,2,4.0,4.0,15.0,0,0,0.0,1,2,231.0,1.0,0
1,1708.0,329.0,2,3.0,4.0,335.0,0,0,0.0,1,2,140.0,3.0,0
1,2475.0,54.0,2,7.0,4.0,1.0,0,0,0.0,1,2,120.0,2.0,0
1,35.0,25.0,2,3.0,4.0,1.0,0,0,0.0,1,2,210.0,1.0,0
1,4733.0,65.0,2,8.0,4.0,1.0,0,0,0.0,1,2,0.0,229.0,0
1,4783.0,4165.0,2,14.0,5.0,85.0,0,0,0.0,1,2,520.0,1.0,0
0,3225.0,15.0,2,8.0,4.0,25.0,0,0,0.0,1,2,372.0,123.0,0
0,2617.0,2.0,2,5.0,3.0,0.0,0,0,0.0,1,2,276.0,2.0,0
0,4158.0,104.0,2,6.0,4.0,665.0,0,0,0.0,0,2,240.0,238.0,0
0,2008.0,125.0,2,8.0,4.0,0.0,0,0,0.0,0,2,0.0,1.0,0
0,1633.0,21.0,2,6.0,4.0,125.0,0,0,0.0,0,2,200.0,2.0,0
0,1858.0,10.0,2,2.0,4.0,415.0,0,0,0.0,0,2,80.0,43.0,0
0,3875.0,15.0,2,1.0,1.0,0.0,0,0,0.0,0,2,76.0,1.0,0
0,525.0,7.0,2,6.0,8.0,3.0,0,0,0.0,0,2,0.0,1.0,0
0,245.0,2415.0,1,8.0,4.0,0.0,0,0,0.0,0,2,120.0,1.0,0
0,2358.0,585.0,1,1.0,1.0,125.0,0,0,0.0,0,2,120.0,88.0,0
