@RELATION myRel

@ATTRIBUTE A1 {0, 1}
@ATTRIBUTE A2 NUMERIC
@ATTRIBUTE A3 NUMERIC
@ATTRIBUTE A4 {1, 2, 3}
@ATTRIBUTE A5 NUMERIC
@ATTRIBUTE A6 NUMERIC
@ATTRIBUTE A7 NUMERIC
@ATTRIBUTE A8 {0, 1}
@ATTRIBUTE A9 {0, 1}
@ATTRIBUTE A10 NUMERIC
@ATTRIBUTE A11 {0, 1}
@ATTRIBUTE A12 {1, 2, 3}
@ATTRIBUTE A13 NUMERIC
@ATTRIBUTE A14 NUMERIC
@ATTRIBUTE Class {0, 1}

@DATA
1,2867.0,145.0,2,2.0,4.0,125.0,0,0,0.0,0,2,0.0,287.0,0
1,2208.0,2335.0,2,4.0,4.0,75.0,0,0,0.0,0,2,180.0,1.0,0
1,2625.0,154.0,2,9.0,4.0,125.0,0,0,0.0,0,2,100.0,1.0,0
1,3408.0,25.0,2,8.0,4.0,1.0,0,0,0.0,0,2,460.0,17.0,0
1,2617.0,835.0,2,13.0,4.0,1165.0,0,0,0.0,0,2,100.0,1.0,0
1,165.0,125.0,2,8.0,4.0,165.0,0,0,0.0,0,2,132.0,1.0,0
1,195.0,29.0,2,4.0,4.0,29.0,0,0,0.0,0,2,280.0,365.0,0
1,3608.0,254.0,2,1.0,1.0,0.0,0,0,0.0,0,2,0.0,1001.0,0
1,3992.0,5.0,2,3.0,5.0,21.0,0,0,0.0,0,2,550.0,1.0,0
1,1817.0,1025.0,2,8.0,8.0,1085.0,0,0,0.0,0,2,320.0,14.0,0
1,1633.0,4085.0,2,3.0,8.0,415.0,0,0,0.0,1,2,120.0,1.0,0
1,4317.0,5.0,2,3.0,5.0,225.0,0,0,0.0,1,2,141.0,1.0,0
1,3242.0,3.0,2,2.0,4.0,165.0,0,0,0.0,1,2,120.0,1.0,0
1,2183.0,154.0,2,4.0,4.0,85.0,0,0,0.0,1,2,356.0,1.0,0
1,2858.0,3625.0,2,6.0,4.0,25.0,0,0,0.0,1,2,100.0,1.0,0
1,2667.0,14585.0,2,3.0,5.0,0.0,0,0,0.0,1,2,178.0,1.0,0
