@RELATION myRel

@ATTRIBUTE A1 {b, a}
@ATTRIBUTE A2 NUMERIC
@ATTRIBUTE A3 NUMERIC
@ATTRIBUTE A4 {u, y, l}
@ATTRIBUTE A5 {g, p, gg}
@ATTRIBUTE A6 {w, q, m, r, cc, k, c, d, x, i, e, aa, ff, j}
@ATTRIBUTE A7 {v, h, bb, ff, j, z, o, dd, n}
@ATTRIBUTE A8 NUMERIC
@ATTRIBUTE A9 {t, f}
@ATTRIBUTE A10 {t, f}
@ATTRIBUTE A11 NUMERIC
@ATTRIBUTE A12 {f, t}
@ATTRIBUTE A13 {g, s, p}
@ATTRIBUTE A14 NUMERIC
@ATTRIBUTE A15 NUMERIC
@ATTRIBUTE Class {positive, negative}

@DATA
b,2275.0,115.0,u,g,i,v,415.0,f,f,0.0,f,g,0.0,0.0,negative
b,1958.0,585.0,u,g,ff,ff,0.0,f,t,3.0,f,g,350.0,769.0,negative
b,2342.0,1.0,u,g,c,v,5.0,f,f,0.0,t,s,280.0,0.0,negative
a,3325.0,3.0,y,p,aa,v,2.0,f,f,0.0,f,g,180.0,0.0,negative
b,2208.0,2335.0,u,g,k,v,75.0,f,f,0.0,f,g,180.0,0.0,negative
b,2067.0,529.0,u,g,q,v,375.0,t,t,1.0,f,g,160.0,0.0,negative
a,1958.0,665.0,u,g,w,v,1665.0,f,f,0.0,f,g,220.0,5.0,negative
b,1708.0,85.0,y,p,c,v,4.0,f,f,0.0,f,g,140.0,722.0,negative
b,3367.0,125.0,u,g,w,v,1165.0,f,f,0.0,f,g,120.0,0.0,negative
b,225.0,115.0,y,p,m,v,15.0,f,f,0.0,t,g,0.0,4000.0,negative
a,2733.0,1665.0,u,g,ff,ff,0.0,f,f,0.0,f,g,340.0,1.0,negative
b,2217.0,12125.0,u,g,c,v,3335.0,f,t,2.0,t,g,180.0,173.0,negative
b,1517.0,7.0,u,g,e,v,1.0,f,f,0.0,f,g,600.0,0.0,negative
a,1825.0,10.0,u,g,w,v,1.0,f,t,1.0,f,g,120.0,1.0,negative
b,3842.0,705.0,u,g,c,v,375.0,f,t,2.0,f,g,225.0,500.0,negative
a,245.0,175.0,y,p,c,v,165.0,f,f,0.0,f,g,132.0,0.0,negative
b,2225.0,9.0,u,g,aa,v,85.0,f,f,0.0,f,g,0.0,0.0,negative
b,2783.0,15.0,u,g,w,v,225.0,f,t,1.0,t,g,100.0,3.0,negative
b,3358.0,25.0,u,g,i,bb,4.0,f,f,0.0,t,s,420.0,0.0,negative
b,2217.0,225.0,u,g,i,v,125.0,f,f,0.0,f,g,160.0,10.0,negative
a,2175.0,1175.0,u,g,c,v,25.0,f,f,0.0,t,g,180.0,0.0,negative
a,165.0,125.0,u,g,q,v,25.0,f,t,1.0,f,g,108.0,98.0,negative
b,7483.0,19.0,y,p,ff,ff,4.0,f,t,2.0,f,g,0.0,351.0,negative
b,1692.0,335.0,y,p,k,v,29.0,f,f,0.0,f,s,200.0,0.0,negative
b,3233.0,25.0,u,g,c,v,125.0,f,f,0.0,t,g,280.0,0.0,negative
b,23.0,75.0,u,g,m,v,5.0,f,f,0.0,t,s,320.0,0.0,negative
b,3233.0,35.0,u,g,k,v,5.0,f,f,0.0,t,g,232.0,0.0,negative
b,1858.0,571.0,u,g,d,v,54.0,f,f,0.0,f,g,120.0,0.0,negative
b,2308.0,25.0,u,g,ff,ff,85.0,f,f,0.0,t,g,100.0,4208.0,negative
b,2117.0,0.0,u,g,c,v,5.0,f,f,0.0,t,s,0.0,0.0,negative
b,2958.0,475.0,u,g,m,v,2.0,f,t,1.0,t,g,460.0,68.0,negative
b,2408.0,875.0,u,g,m,v,85.0,f,t,4.0,f,g,254.0,1950.0,negative
b,4283.0,125.0,u,g,m,v,13875.0,f,t,1.0,t,g,352.0,112.0,negative
b,2583.0,12835.0,u,g,cc,v,5.0,f,f,0.0,f,g,0.0,2.0,negative
