@RELATION myRel

@ATTRIBUTE A1 {0, 1}
@ATTRIBUTE A2 NUMERIC
@ATTRIBUTE A3 NUMERIC
@ATTRIBUTE A4 {1, 2, 3}
@ATTRIBUTE A5 NUMERIC
@ATTRIBUTE A6 NUMERIC
@ATTRIBUTE A7 NUMERIC
@ATTRIBUTE A8 {0, 1}
@ATTRIBUTE A9 {0, 1}
@ATTRIBUTE A10 NUMERIC
@ATTRIBUTE A11 {0, 1}
@ATTRIBUTE A12 {1, 2, 3}
@ATTRIBUTE A13 NUMERIC
@ATTRIBUTE A14 NUMERIC
@ATTRIBUTE Class {0, 1}

@DATA
1,2675.0,45.0,1,8.0,5.0,25.0,0,0,0.0,0,2,200.0,1211.0,0
1,3157.0,3.0,1,3.0,5.0,7.0,0,0,0.0,0,2,0.0,2.0,0
0,5758.0,2.0,2,1.0,1.0,65.0,0,1,1.0,0,2,0.0,11.0,0
0,235.0,15.0,2,9.0,4.0,875.0,0,0,0.0,1,2,160.0,1.0,0
1,35.0,25.0,2,3.0,4.0,1.0,0,0,0.0,1,2,210.0,1.0,0
1,28.0,3.0,2,9.0,4.0,75.0,0,0,0.0,1,2,300.0,68.0,0
1,2775.0,129.0,2,4.0,8.0,25.0,0,0,0.0,1,1,140.0,1.0,0
1,3233.0,75.0,2,10.0,5.0,1585.0,1,0,0.0,1,1,420.0,1.0,0
1,2275.0,115.0,2,3.0,4.0,415.0,0,0,0.0,0,2,0.0,1.0,0
0,225.0,415.0,2,3.0,4.0,335.0,0,0,0.0,1,1,144.0,1.0,0
1,2067.0,529.0,2,11.0,4.0,375.0,1,1,1.0,0,2,160.0,1.0,0
1,2308.0,25.0,2,1.0,1.0,85.0,0,0,0.0,1,2,100.0,4209.0,0
1,3242.0,3.0,2,2.0,4.0,165.0,0,0,0.0,1,2,120.0,1.0,0
0,2083.0,85.0,2,8.0,4.0,165.0,0,0,0.0,0,2,0.0,352.0,0
1,2158.0,79.0,1,13.0,4.0,665.0,0,0,0.0,0,2,160.0,1.0,0
1,2167.0,1165.0,1,4.0,4.0,25.0,1,1,1.0,0,2,180.0,21.0,0
1,4117.0,1335.0,2,2.0,4.0,165.0,0,0,0.0,0,2,168.0,1.0,0
1,20.0,11045.0,2,8.0,4.0,2.0,0,0,0.0,1,2,136.0,1.0,0
0,245.0,104.0,1,1.0,1.0,5.0,1,1,3.0,0,2,180.0,148.0,0
0,3325.0,3.0,1,6.0,4.0,2.0,0,0,0.0,0,2,180.0,1.0,0
1,2042.0,0.0,2,8.0,4.0,0.0,0,0,0.0,0,3,184.0,1.0,0
1,3157.0,5.0,2,8.0,5.0,835.0,1,0,0.0,1,1,320.0,1.0,0
1,2342.0,585.0,2,8.0,8.0,85.0,1,0,0.0,0,2,180.0,1.0,0
1,3958.0,5.0,2,1.0,1.0,0.0,0,1,2.0,0,2,17.0,2.0,0
1,3142.0,155.0,2,8.0,4.0,5.0,1,0,0.0,0,2,120.0,1.0,0
0,3908.0,4.0,2,8.0,4.0,3.0,0,0,0.0,0,2,480.0,1.0,0
1,2583.0,12835.0,2,13.0,4.0,5.0,0,0,0.0,0,2,0.0,3.0,0
1,2567.0,325.0,2,8.0,8.0,229.0,0,1,1.0,1,2,416.0,22.0,0
0,3375.0,75.0,2,4.0,5.0,1.0,1,1,3.0,1,2,212.0,1.0,0
0,2975.0,665.0,2,9.0,4.0,25.0,0,0,0.0,1,2,300.0,1.0,0
1,2875.0,15.0,1,8.0,4.0,15.0,1,0,0.0,1,2,0.0,226.0,0
1,2442.0,2.0,2,10.0,2.0,165.0,0,1,2.0,0,2,320.0,1301.0,0
1,3067.0,25.0,2,13.0,8.0,225.0,0,0,0.0,1,1,340.0,1.0,0
1,6917.0,9.0,2,1.0,1.0,4.0,0,1,1.0,0,2,70.0,7.0,0
1,4717.0,5835.0,2,9.0,4.0,55.0,0,0,0.0,0,2,465.0,151.0,0
1,1883.0,354.0,1,1.0,1.0,0.0,0,0,0.0,1,2,180.0,2.0,0
1,3125.0,2835.0,2,1.0,1.0,0.0,0,1,5.0,0,2,176.0,147.0,0
1,1725.0,3.0,2,4.0,4.0,4.0,0,0,0.0,1,2,160.0,41.0,0
1,165.0,125.0,2,8.0,4.0,165.0,0,0,0.0,0,2,132.0,1.0,0
1,2075.0,5085.0,1,5.0,4.0,29.0,0,0,0.0,0,2,140.0,185.0,0
0,2767.0,204.0,2,9.0,4.0,25.0,0,0,0.0,1,2,180.0,51.0,0
1,3157.0,625.0,2,4.0,4.0,25.0,0,0,0.0,0,2,380.0,2011.0,0
0,5683.0,425.0,1,1.0,1.0,5.0,0,0,0.0,1,2,0.0,5.0,0
1,375.0,175.0,1,8.0,5.0,25.0,1,0,0.0,1,2,164.0,401.0,0
0,5025.0,835.0,2,6.0,4.0,5.0,0,0,0.0,1,2,240.0,118.0,0
1,3157.0,4.0,1,2.0,4.0,425.0,0,0,0.0,1,2,460.0,1.0,0
1,2217.0,585.0,1,1.0,1.0,0.0,0,0,0.0,0,2,100.0,1.0,0
1,1767.0,446.0,2,8.0,4.0,25.0,0,0,0.0,0,1,80.0,1.0,0
1,34.0,55.0,1,8.0,4.0,15.0,0,0,0.0,1,2,60.0,1.0,0
1,3358.0,335.0,1,13.0,4.0,85.0,0,0,0.0,0,2,180.0,1.0,0
1,23.0,625.0,1,6.0,4.0,125.0,1,0,0.0,0,2,180.0,2.0,0
1,3667.0,2.0,2,3.0,4.0,25.0,0,0,0.0,1,2,221.0,1.0,0
0,5333.0,165.0,2,1.0,1.0,0.0,0,0,0.0,1,1,62.0,28.0,0
1,4325.0,2521.0,2,11.0,8.0,21.0,1,1,1.0,0,2,760.0,91.0,0
1,4808.0,375.0,2,3.0,5.0,1.0,0,0,0.0,0,2,100.0,3.0,0
0,1608.0,335.0,2,1.0,1.0,0.0,0,1,1.0,0,2,160.0,127.0,0
1,5242.0,15.0,2,2.0,4.0,375.0,0,0,0.0,1,2,0.0,351.0,0
1,2358.0,835.0,2,3.0,8.0,85.0,0,0,0.0,1,2,220.0,6.0,0
1,4317.0,225.0,2,3.0,5.0,75.0,1,0,0.0,0,2,560.0,1.0,0
1,5483.0,155.0,2,10.0,9.0,0.0,1,1,20.0,0,2,152.0,131.0,0
1,2542.0,54.0,2,9.0,4.0,165.0,0,1,1.0,0,2,272.0,445.0,0
0,2725.0,29.0,2,7.0,8.0,125.0,0,1,1.0,1,2,272.0,109.0,0
1,3157.0,5.0,1,6.0,4.0,85.0,1,0,0.0,0,2,0.0,1.0,0
