@RELATION myRel

@ATTRIBUTE A1 {0, 1}
@ATTRIBUTE A2 NUMERIC
@ATTRIBUTE A3 NUMERIC
@ATTRIBUTE A4 {1, 2, 3}
@ATTRIBUTE A5 NUMERIC
@ATTRIBUTE A6 NUMERIC
@ATTRIBUTE A7 NUMERIC
@ATTRIBUTE A8 {0, 1}
@ATTRIBUTE A9 {0, 1}
@ATTRIBUTE A10 NUMERIC
@ATTRIBUTE A11 {0, 1}
@ATTRIBUTE A12 {1, 2, 3}
@ATTRIBUTE A13 NUMERIC
@ATTRIBUTE A14 NUMERIC
@ATTRIBUTE Class {0, 1}

@DATA
1,375.0,835.0,2,10.0,4.0,4.0,0,0,0.0,0,2,120.0,6.0,0
1,4117.0,125.0,1,9.0,4.0,25.0,0,0,0.0,0,2,0.0,196.0,0
0,2008.0,125.0,2,8.0,4.0,0.0,0,0,0.0,0,2,0.0,1.0,0
0,3658.0,29.0,2,1.0,1.0,0.0,0,1,10.0,0,2,200.0,19.0,0
0,2267.0,79.0,2,3.0,4.0,85.0,0,0,0.0,0,2,144.0,1.0,0
1,2892.0,375.0,2,8.0,4.0,29.0,0,0,0.0,0,2,220.0,141.0,0
1,19.0,175.0,1,8.0,4.0,2335.0,0,0,0.0,1,2,112.0,7.0,0
1,5075.0,585.0,2,1.0,1.0,0.0,0,0,0.0,0,2,145.0,1.0,0
1,4425.0,5.0,2,7.0,4.0,1075.0,1,0,0.0,0,1,400.0,1.0,0
1,2983.0,35.0,2,8.0,4.0,165.0,0,0,0.0,0,2,216.0,1.0,0
1,3733.0,2665.0,2,13.0,4.0,165.0,0,0,0.0,1,2,0.0,502.0,0
1,2667.0,14585.0,2,3.0,5.0,0.0,0,0,0.0,1,2,178.0,1.0,0
1,2725.0,625.0,2,6.0,4.0,455.0,1,0,0.0,1,2,200.0,1.0,0
0,4225.0,175.0,1,8.0,4.0,0.0,0,0,0.0,1,2,150.0,2.0,0
1,2458.0,125.0,2,9.0,4.0,875.0,1,0,0.0,1,2,260.0,1.0,0
1,625.0,1275.0,1,8.0,8.0,5.0,1,0,0.0,0,2,112.0,1.0,0
1,3842.0,705.0,2,8.0,4.0,375.0,0,1,2.0,0,2,225.0,501.0,0
1,2192.0,5.0,2,8.0,4.0,125.0,0,0,0.0,0,2,360.0,1.0,0
1,4958.0,19.0,2,1.0,1.0,0.0,1,1,1.0,0,2,94.0,1.0,0
1,2258.0,15.0,1,6.0,4.0,54.0,0,0,0.0,1,2,120.0,68.0,0
1,2867.0,145.0,2,2.0,4.0,125.0,0,0,0.0,0,2,0.0,287.0,0
0,1858.0,10.0,2,2.0,4.0,415.0,0,0,0.0,0,2,80.0,43.0,0
1,3367.0,125.0,2,9.0,4.0,1165.0,0,0,0.0,0,2,120.0,1.0,0
0,2858.0,354.0,2,3.0,5.0,5.0,1,0,0.0,1,2,171.0,1.0,0
1,1883.0,0.0,2,11.0,4.0,665.0,0,0,0.0,0,2,160.0,2.0,0
