@RELATION myRel

@ATTRIBUTE A1 {0, 1}
@ATTRIBUTE A2 NUMERIC
@ATTRIBUTE A3 NUMERIC
@ATTRIBUTE A4 {1, 2, 3}
@ATTRIBUTE A5 NUMERIC
@ATTRIBUTE A6 NUMERIC
@ATTRIBUTE A7 NUMERIC
@ATTRIBUTE A8 {0, 1}
@ATTRIBUTE A9 {0, 1}
@ATTRIBUTE A10 NUMERIC
@ATTRIBUTE A11 {0, 1}
@ATTRIBUTE A12 {1, 2, 3}
@ATTRIBUTE A13 NUMERIC
@ATTRIBUTE A14 NUMERIC
@ATTRIBUTE Class {0, 1}

@DATA
0,1633.0,21.0,2,6.0,4.0,125.0,0,0,0.0,0,2,200.0,2.0,0
1,2108.0,10085.0,1,10.0,8.0,125.0,0,0,0.0,0,2,260.0,1.0,0
0,2525.0,135.0,1,1.0,1.0,2.0,0,1,1.0,1,2,200.0,2.0,0
1,4425.0,11.0,1,2.0,4.0,15.0,1,0,0.0,0,1,0.0,1.0,0
0,2717.0,125.0,2,1.0,1.0,0.0,0,1,1.0,0,2,92.0,301.0,0
0,45.0,4585.0,2,4.0,8.0,1.0,0,0,0.0,1,1,240.0,1.0,0
1,2225.0,9.0,2,6.0,4.0,85.0,0,0,0.0,0,2,0.0,1.0,0
1,5233.0,1375.0,1,8.0,8.0,946.0,1,0,0.0,1,2,200.0,101.0,0
1,3608.0,254.0,2,1.0,1.0,0.0,0,0,0.0,0,2,0.0,1001.0,0
1,1825.0,165.0,2,2.0,4.0,25.0,0,0,0.0,1,1,280.0,1.0,0
1,2617.0,125.0,1,4.0,8.0,125.0,0,0,0.0,1,2,0.0,18.0,0
1,3642.0,75.0,1,2.0,4.0,585.0,0,0,0.0,0,2,240.0,4.0,0
0,5708.0,335.0,2,3.0,5.0,1.0,1,0,0.0,1,2,252.0,2198.0,0
1,3225.0,14.0,1,1.0,1.0,0.0,0,1,2.0,0,2,160.0,2.0,0
0,1975.0,75.0,2,8.0,4.0,795.0,1,1,5.0,1,2,140.0,6.0,0
0,525.0,7.0,2,6.0,8.0,3.0,0,0,0.0,0,2,0.0,1.0,0
0,2358.0,83.0,2,11.0,4.0,415.0,0,1,1.0,1,2,200.0,12.0,0
0,195.0,165.0,2,11.0,4.0,4.0,0,0,0.0,1,2,380.0,1.0,0
0,1958.0,665.0,2,9.0,4.0,1665.0,0,0,0.0,0,2,220.0,6.0,0
1,35.0,3375.0,2,8.0,8.0,829.0,0,0,0.0,1,2,0.0,1.0,0
1,4058.0,15.0,2,3.0,5.0,0.0,0,0,0.0,0,1,300.0,1.0,0
0,2175.0,1175.0,2,8.0,4.0,25.0,0,0,0.0,1,2,180.0,1.0,0
1,2967.0,75.0,1,8.0,4.0,4.0,0,0,0.0,0,2,240.0,1.0,0
1,3157.0,375.0,2,2.0,4.0,875.0,1,0,0.0,1,1,928.0,1.0,0
1,4275.0,3.0,2,3.0,5.0,1.0,1,0,0.0,0,2,0.0,201.0,0
1,3617.0,42.0,1,9.0,4.0,29.0,0,0,0.0,1,2,309.0,3.0,0
1,4517.0,15.0,2,8.0,4.0,25.0,1,0,0.0,1,2,140.0,1.0,0
1,3233.0,25.0,2,8.0,4.0,125.0,0,0,0.0,1,2,280.0,1.0,0
0,1767.0,0.0,1,5.0,1.0,0.0,0,0,0.0,0,2,86.0,1.0,0
1,2958.0,475.0,2,7.0,4.0,2.0,0,1,1.0,1,2,460.0,69.0,0
0,3325.0,25.0,1,8.0,4.0,25.0,0,0,0.0,1,2,0.0,3.0,0
1,2067.0,835.0,1,8.0,4.0,2.0,0,0,0.0,1,1,240.0,1.0,0
0,225.0,85.0,2,11.0,4.0,175.0,1,1,10.0,0,2,80.0,991.0,0
1,3242.0,2165.0,1,4.0,1.0,0.0,0,0,0.0,0,2,120.0,1.0,0
1,1833.0,121.0,1,10.0,2.0,0.0,0,0,0.0,0,2,100.0,1.0,0
1,2692.0,225.0,2,3.0,5.0,5.0,0,0,0.0,1,2,640.0,4001.0,0
1,5183.0,204.0,1,1.0,1.0,15.0,0,0,0.0,0,2,120.0,2.0,0
1,7483.0,19.0,1,1.0,1.0,4.0,0,1,2.0,0,2,0.0,352.0,0
1,2225.0,46.0,2,4.0,4.0,125.0,0,0,0.0,1,2,280.0,56.0,0
1,2783.0,1.0,1,2.0,8.0,3.0,0,0,0.0,0,2,176.0,538.0,0
1,3408.0,25.0,2,8.0,4.0,1.0,0,0,0.0,0,2,460.0,17.0,0
1,3942.0,171.0,1,7.0,4.0,165.0,0,0,0.0,0,1,400.0,1.0,0
0,4158.0,104.0,2,6.0,4.0,665.0,0,0,0.0,0,2,240.0,238.0,0
1,2375.0,415.0,1,8.0,4.0,4.0,0,1,2.0,0,2,128.0,7.0,0
1,2342.0,1.0,2,8.0,4.0,5.0,0,0,0.0,1,1,280.0,1.0,0
1,2117.0,25.0,1,8.0,8.0,25.0,0,0,0.0,0,2,280.0,205.0,0
1,2675.0,2.0,2,2.0,4.0,75.0,0,0,0.0,1,2,80.0,1.0,0
0,2275.0,6165.0,2,6.0,4.0,165.0,0,0,0.0,0,2,220.0,1001.0,0
1,4158.0,175.0,2,4.0,4.0,21.0,1,0,0.0,0,2,160.0,1.0,0
1,2117.0,0.0,2,8.0,4.0,5.0,0,0,0.0,1,1,0.0,1.0,0
1,3108.0,15.0,1,9.0,4.0,4.0,0,0,0.0,0,1,160.0,1.0,0
1,2783.0,15.0,2,9.0,4.0,225.0,0,1,1.0,1,2,100.0,4.0,0
0,2483.0,45.0,2,9.0,4.0,1.0,0,0,0.0,1,2,360.0,7.0,0
1,3408.0,65.0,2,6.0,4.0,125.0,1,0,0.0,1,2,443.0,1.0,0
1,5183.0,3.0,1,1.0,1.0,15.0,0,0,0.0,0,2,180.0,5.0,0
1,3417.0,275.0,2,3.0,5.0,25.0,0,0,0.0,1,2,232.0,201.0,0
1,19.0,0.0,1,1.0,1.0,0.0,0,1,4.0,0,2,45.0,2.0,0
1,3108.0,3085.0,2,8.0,4.0,25.0,0,1,2.0,1,2,160.0,42.0,0
0,2758.0,3.0,2,7.0,4.0,279.0,0,1,1.0,1,2,280.0,11.0,0
1,6333.0,54.0,2,8.0,4.0,585.0,1,1,3.0,1,2,180.0,1.0,0
0,2267.0,75.0,2,8.0,4.0,2.0,0,1,2.0,1,2,200.0,395.0,0
1,20.0,7.0,2,8.0,4.0,5.0,0,0,0.0,0,2,0.0,1.0,0
1,3158.0,75.0,1,6.0,4.0,35.0,0,0,0.0,1,2,320.0,1.0,0
0,3058.0,10665.0,2,11.0,8.0,85.0,0,1,12.0,1,2,129.0,4.0,0
1,3475.0,25.0,2,13.0,5.0,5.0,0,0,0.0,0,2,348.0,1.0,0
0,165.0,125.0,2,11.0,4.0,25.0,0,1,1.0,0,2,108.0,99.0,0
0,3733.0,25.0,2,3.0,8.0,21.0,0,0,0.0,0,2,260.0,247.0,0
1,2817.0,125.0,1,4.0,4.0,85.0,0,0,0.0,0,2,216.0,2101.0,0
0,3858.0,5.0,2,13.0,4.0,135.0,1,0,0.0,1,2,980.0,1.0,0
1,3617.0,55.0,2,3.0,5.0,5.0,0,0,0.0,0,2,210.0,688.0,0
0,2817.0,585.0,2,6.0,4.0,4.0,0,0,0.0,0,2,260.0,1005.0,0
1,2392.0,585.0,1,13.0,8.0,125.0,0,0,0.0,0,2,240.0,2.0,0
1,4875.0,26335.0,1,1.0,1.0,0.0,1,0,0.0,1,2,0.0,1.0,0
0,1825.0,10.0,2,9.0,4.0,1.0,0,1,1.0,0,2,120.0,2.0,0
0,695.0,6.0,2,1.0,1.0,0.0,0,0,0.0,0,1,0.0,1.0,0
1,1625.0,0.0,1,6.0,4.0,25.0,0,0,0.0,0,2,60.0,1.0,0
0,1575.0,375.0,2,8.0,4.0,1.0,0,0,0.0,0,2,120.0,19.0,0
0,23.0,1175.0,2,14.0,8.0,5.0,1,1,2.0,1,2,300.0,552.0,1
1,3417.0,917.0,2,8.0,4.0,45.0,1,1,12.0,1,2,0.0,222.0,1
1,2325.0,4.0,2,8.0,5.0,25.0,1,0,0.0,1,2,160.0,1.0,1
1,3667.0,4415.0,1,4.0,4.0,25.0,1,1,10.0,1,2,320.0,1.0,1
1,2392.0,665.0,2,8.0,4.0,165.0,0,0,0.0,0,2,100.0,1.0,1
1,2275.0,11.0,2,11.0,4.0,25.0,1,1,7.0,1,2,100.0,810.0,1
0,235.0,9.0,2,11.0,4.0,85.0,1,1,5.0,1,2,120.0,1.0,1
1,2317.0,0.0,2,13.0,4.0,85.0,1,0,0.0,0,2,0.0,1.0,1
1,3317.0,304.0,1,8.0,8.0,204.0,1,1,1.0,1,2,180.0,18028.0,1
1,2767.0,2.0,2,14.0,8.0,1.0,1,1,4.0,0,2,140.0,7545.0,1
1,4767.0,29.0,2,8.0,5.0,15.0,1,1,20.0,0,2,0.0,15001.0,1
0,245.0,1275.0,2,8.0,5.0,475.0,1,1,2.0,0,2,73.0,445.0,1
1,1917.0,95.0,2,9.0,4.0,15.0,1,0,0.0,0,2,120.0,2207.0,1
1,2567.0,125.0,2,13.0,4.0,121.0,1,1,67.0,1,2,140.0,259.0,1
1,2042.0,7.0,2,8.0,4.0,1625.0,1,1,3.0,0,2,200.0,1392.0,1
1,2725.0,1665.0,2,13.0,8.0,5085.0,1,1,9.0,0,2,399.0,828.0,1
1,2308.0,115.0,2,9.0,8.0,2125.0,1,1,11.0,1,2,290.0,285.0,1
1,2267.0,1585.0,1,9.0,4.0,3085.0,1,1,6.0,0,2,80.0,1.0,1
1,2667.0,175.0,1,8.0,4.0,1.0,1,1,5.0,1,2,160.0,5778.0,1
0,3067.0,12.0,2,8.0,4.0,2.0,1,1,1.0,0,2,220.0,20.0,1
1,3667.0,325.0,2,11.0,8.0,9.0,1,0,0.0,1,2,102.0,640.0,1
1,3442.0,425.0,2,3.0,5.0,325.0,1,1,2.0,0,2,274.0,611.0,1
1,5675.0,1225.0,2,7.0,4.0,125.0,1,1,4.0,1,2,200.0,1.0,1
1,4308.0,375.0,1,8.0,4.0,375.0,1,1,8.0,1,2,300.0,163.0,1
1,3733.0,65.0,2,7.0,8.0,425.0,1,1,12.0,1,2,93.0,1.0,1
0,1808.0,375.0,3,13.0,1.0,10.0,0,0,0.0,1,1,300.0,1.0,1
1,2125.0,15.0,2,9.0,4.0,15.0,0,0,0.0,0,2,150.0,9.0,1
0,4608.0,3.0,2,8.0,4.0,2375.0,1,1,8.0,1,2,396.0,4160.0,1
1,2392.0,15.0,2,2.0,8.0,1875.0,1,1,6.0,0,2,200.0,328.0,1
1,5658.0,185.0,2,2.0,5.0,15.0,1,1,17.0,1,2,0.0,1.0,1
1,32.0,175.0,1,10.0,8.0,4.0,1,0,0.0,1,2,393.0,1.0,1
1,6542.0,11.0,2,10.0,9.0,20.0,1,1,7.0,1,2,22.0,1.0,1
1,3283.0,25.0,2,13.0,8.0,275.0,1,1,6.0,0,2,160.0,2073.0,1
1,3157.0,105.0,2,14.0,4.0,65.0,1,0,0.0,0,2,0.0,1.0,1
1,415.0,154.0,2,3.0,5.0,35.0,0,0,0.0,0,2,216.0,1.0,1
0,2258.0,1075.0,2,11.0,4.0,415.0,1,1,5.0,1,2,0.0,561.0,1
1,3157.0,4.0,2,14.0,4.0,5.0,1,1,3.0,1,2,290.0,2280.0,1
1,2758.0,204.0,1,6.0,4.0,2.0,1,1,3.0,1,2,370.0,561.0,1
1,2317.0,11125.0,2,14.0,8.0,46.0,1,1,1.0,0,2,100.0,1.0,1
1,56.0,125.0,2,4.0,8.0,8.0,1,0,0.0,1,2,24.0,2029.0,1
1,495.0,7585.0,2,3.0,5.0,7585.0,1,1,15.0,1,2,0.0,5001.0,1
1,3625.0,5.0,2,8.0,5.0,25.0,1,1,6.0,0,2,0.0,368.0,1
1,4217.0,504.0,2,11.0,8.0,1275.0,1,0,0.0,1,2,92.0,1.0,1
0,1892.0,9.0,2,6.0,4.0,75.0,1,1,2.0,0,2,88.0,592.0,1
0,3542.0,12.0,2,11.0,8.0,14.0,1,1,8.0,0,2,0.0,6591.0,1
1,3475.0,15.0,2,12.0,7.0,5375.0,1,1,9.0,1,2,0.0,135.0,1
